# ratesweep 127.0.0.1:47190 bound 1e-05 1e-09 (A.3 default)
config	epoch_tt	object	lon_err	lat_err	dist_err_au_per_day	dist_err_per_au	flag
helio astrometric, true of date, ecliptic	2451545.0	Mars mean perihelion	4.5848e-12	5.6341e-12	5.8728e-13	4.2514e-13	
helio astrometric, true of date, ecliptic	2451545.0	Mars osc perihelion	6.5014e-11	1.0580e-11	1.5340e-12	1.1104e-12	
helio astrometric, true of date, ecliptic	2451545.0	Mars mean aphelion	2.0484e-11	4.5311e-12	2.7088e-13	1.6259e-13	
helio astrometric, true of date, ecliptic	2451545.0	Mars osc aphelion	7.2226e-11	2.1729e-11	1.0990e-13	6.5974e-14	
helio astrometric, true of date, ecliptic	2451545.0	Jupiter mean asc node	8.8103e-10	1.0168e-11	4.0244e-12	7.7798e-13	
helio astrometric, true of date, ecliptic	2451545.0	Jupiter osc asc node	3.4584e-10	1.0551e-11	1.0698e-11	2.0694e-12	
helio astrometric, true of date, ecliptic	2451545.0	Jupiter mean desc node	3.5263e-10	2.1319e-11	7.8387e-12	1.5050e-12	
helio astrometric, true of date, ecliptic	2451545.0	Jupiter osc desc node	3.8377e-10	7.4718e-12	1.6983e-11	3.2570e-12	
helio astrometric, true of date, ecliptic	2451545.0	Jupiter mean perihelion	2.9327e-11	1.3499e-12	2.0419e-12	4.1242e-13	
helio astrometric, true of date, ecliptic	2451545.0	Jupiter osc perihelion	2.0106e-10	9.1702e-12	6.9351e-12	1.4009e-12	
helio astrometric, true of date, ecliptic	2451545.0	Jupiter mean aphelion	5.3948e-11	3.9725e-12	1.3217e-13	2.4233e-14	
helio astrometric, true of date, ecliptic	2451545.0	Jupiter osc aphelion	1.9817e-10	6.9514e-12	1.8116e-14	3.3191e-15	
helio astrometric, true of date, ecliptic	2451545.0	Saturn mean asc node	1.1443e-10	9.6754e-12	7.5408e-12	8.3230e-13	
helio astrometric, true of date, ecliptic	2451545.0	Saturn osc asc node	5.5313e-10	1.0930e-11	3.4498e-11	3.7954e-12	
helio astrometric, true of date, ecliptic	2451545.0	Saturn mean desc node	1.4195e-10	2.6389e-11	1.2276e-12	1.2227e-13	
helio astrometric, true of date, ecliptic	2451545.0	Saturn osc desc node	2.4054e-10	1.1613e-12	2.7197e-11	2.7022e-12	
helio astrometric, true of date, ecliptic	2451545.0	Saturn mean perihelion	3.6506e-12	1.7394e-11	4.5301e-12	5.0177e-13	
helio astrometric, true of date, ecliptic	2451545.0	Saturn osc perihelion	1.9422e-10	3.8943e-11	1.0163e-11	1.1232e-12	
helio astrometric, true of date, ecliptic	2451545.0	Saturn mean aphelion	9.5024e-13	1.9670e-13	5.4574e-12	5.4145e-13	
helio astrometric, true of date, ecliptic	2451545.0	Saturn osc aphelion	2.0895e-09	6.4830e-11	1.2072e-11	1.1933e-12	
helio astrometric, true of date, ecliptic	2451545.0	Moon natural apogee	1.1231e-11	3.3519e-11	9.2507e-14	9.2507e-14	
helio astrometric, true of date, ecliptic	2451545.0	Moon natural perigee	3.8547e-10	1.2606e-11	8.2319e-13	8.2319e-13	
helio astrometric, true of date, ecliptic	2451545.0	Sirius	1.7122e-11	2.0374e-11	2.2975e-07	4.2240e-13	OVER
helio astrometric, true of date, ecliptic	2451545.0	Vega	1.3112e-11	1.2367e-11	2.4223e-07	1.5294e-13	OVER
helio astrometric, true of date, ecliptic	2451545.0	Polaris	2.6772e-11	1.5988e-11	5.4869e-06	2.0057e-13	OVER
helio astrometric, true of date, ecliptic	2451545.0	Rigil Kentaurus	2.0538e-11	1.4779e-11	9.1224e-08	3.3386e-13	OVER
helio astrometric, true of date, ecliptic	2461300.5	Sun					unanswered errCode 2
helio astrometric, true of date, ecliptic	2461300.5	Moon	1.1724e-13	2.8492e-12	5.2614e-14	5.2388e-14	
helio astrometric, true of date, ecliptic	2461300.5	Mercury	1.3674e-10	1.6438e-11	5.9737e-14	5.9737e-14	
helio astrometric, true of date, ecliptic	2461300.5	Venus	1.2389e-11	8.8079e-12	2.1957e-13	2.1957e-13	
helio astrometric, true of date, ecliptic	2461300.5	Earth	1.1865e-11	2.7856e-12	3.9042e-13	3.8838e-13	
helio astrometric, true of date, ecliptic	2461300.5	Mars	9.6240e-12	1.2277e-12	3.0358e-13	1.9705e-13	
helio astrometric, true of date, ecliptic	2461300.5	Jupiter	3.6970e-11	4.9362e-12	2.4600e-12	4.6395e-13	
helio astrometric, true of date, ecliptic	2461300.5	Saturn	6.0747e-12	1.5206e-12	2.8868e-12	3.0584e-13	
helio astrometric, true of date, ecliptic	2461300.5	Uranus	1.0839e-11	8.3012e-12	9.9724e-12	5.1288e-13	
helio astrometric, true of date, ecliptic	2461300.5	Neptune	1.5772e-13	1.2245e-12	1.7664e-11	5.9120e-13	
helio astrometric, true of date, ecliptic	2461300.5	Pluto	3.0013e-11	1.7895e-11	9.4644e-12	2.6585e-13	
helio astrometric, true of date, ecliptic	2461300.5	Moon mean asc node	7.1433e-12	2.7183e-13	1.7296e-13	1.7165e-13	
helio astrometric, true of date, ecliptic	2461300.5	Moon osc asc node	4.6004e-11	2.6277e-12	2.5155e-12	2.4964e-12	
helio astrometric, true of date, ecliptic	2461300.5	Moon mean desc node	7.5091e-11	1.5181e-13	6.6715e-13	6.6514e-13	
helio astrometric, true of date, ecliptic	2461300.5	Moon osc desc node	1.7091e-11	1.0625e-12	2.7312e-12	2.7229e-12	
helio astrometric, true of date, ecliptic	2461300.5	Moon mean perihelion	4.0613e-12	6.1597e-12	1.7659e-12	1.7571e-12	
helio astrometric, true of date, ecliptic	2461300.5	Moon osc perihelion	6.4393e-14	8.1926e-12	1.4590e-12	1.4518e-12	
helio astrometric, true of date, ecliptic	2461300.5	Moon mean aphelion	2.6996e-11	2.4581e-12	5.4642e-13	5.4340e-13	
helio astrometric, true of date, ecliptic	2461300.5	Moon osc aphelion	2.9786e-10	1.0971e-10	4.0852e-11	4.0623e-11	
helio astrometric, true of date, ecliptic	2461300.5	Mercury mean asc node	1.6547e-10	3.2731e-11	1.1127e-13	1.1127e-13	
helio astrometric, true of date, ecliptic	2461300.5	Mercury osc asc node	1.0209e-11	2.3628e-11	1.7860e-13	1.7860e-13	
helio astrometric, true of date, ecliptic	2461300.5	Mercury mean desc node	4.4611e-11	1.4282e-11	4.5806e-13	4.5806e-13	
helio astrometric, true of date, ecliptic	2461300.5	Mercury osc desc node	4.6487e-11	1.1587e-11	3.7257e-13	3.7257e-13	
helio astrometric, true of date, ecliptic	2461300.5	Mercury mean perihelion	1.1300e-12	1.4155e-11	8.7969e-14	8.7969e-14	
helio astrometric, true of date, ecliptic	2461300.5	Mercury osc perihelion	1.8699e-11	6.4990e-12	9.2676e-13	9.2676e-13	
helio astrometric, true of date, ecliptic	2461300.5	Mercury mean aphelion	1.4308e-11	3.3744e-12	2.0874e-13	2.0874e-13	
helio astrometric, true of date, ecliptic	2461300.5	Mercury osc aphelion	1.9520e-10	2.9016e-11	2.0691e-13	2.0691e-13	
helio astrometric, true of date, ecliptic	2461300.5	Venus mean asc node	3.5494e-10	4.8329e-11	2.2434e-13	2.2434e-13	
helio astrometric, true of date, ecliptic	2461300.5	Venus osc asc node	5.5763e-10	3.5486e-11	1.0693e-12	1.0693e-12	
helio astrometric, true of date, ecliptic	2461300.5	Venus mean desc node	1.1221e-10	3.1523e-11	4.0099e-13	4.0099e-13	
helio astrometric, true of date, ecliptic	2461300.5	Venus osc desc node	1.4562e-11	3.3535e-11	8.2363e-13	8.2363e-13	
helio astrometric, true of date, ecliptic	2461300.5	Venus mean perihelion	2.1227e-11	9.8143e-12	8.3582e-13	8.3582e-13	
helio astrometric, true of date, ecliptic	2461300.5	Venus osc perihelion	3.0355e-09	3.2410e-10	1.2393e-12	1.2393e-12	
helio astrometric, true of date, ecliptic	2461300.5	Venus mean aphelion	3.6290e-11	1.1672e-12	2.9608e-13	2.9608e-13	
helio astrometric, true of date, ecliptic	2461300.5	Venus osc aphelion	7.4084e-09	4.3053e-10	5.6076e-13	5.6076e-13	
helio astrometric, true of date, ecliptic	2461300.5	Mars mean asc node	6.1670e-11	1.1921e-11	3.3184e-13	2.2564e-13	
helio astrometric, true of date, ecliptic	2461300.5	Mars osc asc node	4.1924e-10	2.2681e-11	7.1164e-13	4.8384e-13	
helio astrometric, true of date, ecliptic	2461300.5	Mars mean desc node	5.4035e-10	1.5060e-11	3.1121e-12	2.0049e-12	
helio astrometric, true of date, ecliptic	2461300.5	Mars osc desc node	2.1795e-10	1.1453e-11	8.3597e-12	5.3862e-12	
helio astrometric, true of date, ecliptic	2461300.5	Mars mean perihelion	5.7523e-11	5.8430e-12	1.1016e-12	7.9753e-13	
helio astrometric, true of date, ecliptic	2461300.5	Mars osc perihelion	1.6234e-09	1.4766e-11	3.9601e-12	2.8670e-12	
helio astrometric, true of date, ecliptic	2461300.5	Mars mean aphelion	3.9918e-12	3.9862e-12	5.9419e-13	3.5665e-13	
helio astrometric, true of date, ecliptic	2461300.5	Mars osc aphelion	7.6503e-10	8.3783e-12	4.3293e-12	2.5986e-12	
helio astrometric, true of date, ecliptic	2461300.5	Jupiter mean asc node	8.4504e-11	4.8962e-12	7.1109e-13	1.3748e-13	
helio astrometric, true of date, ecliptic	2461300.5	Jupiter osc asc node	1.0085e-09	2.5224e-11	7.4161e-12	1.4333e-12	
helio astrometric, true of date, ecliptic	2461300.5	Jupiter mean desc node	1.7782e-10	1.7203e-11	8.4885e-14	1.6296e-14	
helio astrometric, true of date, ecliptic	2461300.5	Jupiter osc desc node	1.3476e-09	3.7415e-13	1.9618e-11	3.7678e-12	
helio astrometric, true of date, ecliptic	2461300.5	Jupiter mean perihelion	1.0224e-11	1.0085e-11	4.8208e-12	9.7371e-13	
helio astrometric, true of date, ecliptic	2461300.5	Jupiter osc perihelion	2.3331e-10	8.3615e-12	2.9979e-12	6.0546e-13	
helio astrometric, true of date, ecliptic	2461300.5	Jupiter mean aphelion	4.5726e-14	1.0369e-12	1.3750e-12	2.5208e-13	
helio astrometric, true of date, ecliptic	2461300.5	Jupiter osc aphelion	2.3565e-11	1.0303e-11	9.0558e-13	1.6605e-13	
helio astrometric, true of date, ecliptic	2461300.5	Saturn mean asc node	2.1580e-10	2.1286e-11	1.6141e-12	1.7815e-13	
helio astrometric, true of date, ecliptic	2461300.5	Saturn osc asc node	6.9143e-11	2.5418e-11	5.9043e-12	6.5287e-13	
helio astrometric, true of date, ecliptic	2461300.5	Saturn mean desc node	5.7180e-10	7.7613e-12	8.2584e-12	8.2258e-13	
helio astrometric, true of date, ecliptic	2461300.5	Saturn osc desc node	5.5802e-10	2.1762e-11	7.3811e-12	7.3621e-13	
helio astrometric, true of date, ecliptic	2461300.5	Saturn mean perihelion	3.8607e-11	1.4160e-11	3.8841e-12	4.3018e-13	
helio astrometric, true of date, ecliptic	2461300.5	Saturn osc perihelion	6.5934e-10	5.5228e-11	2.4385e-11	2.7057e-12	
helio astrometric, true of date, ecliptic	2461300.5	Saturn mean aphelion	6.4996e-12	1.2070e-11	1.5759e-11	1.5637e-12	
helio astrometric, true of date, ecliptic	2461300.5	Saturn osc aphelion	7.5711e-10	7.7150e-12	1.7780e-11	1.7666e-12	
helio astrometric, true of date, ecliptic	2461300.5	Moon natural apogee	2.0824e-11	4.1724e-12	4.4864e-13	4.4619e-13	
helio astrometric, true of date, ecliptic	2461300.5	Moon natural perigee	6.0986e-11	1.8237e-12	3.6326e-12	3.6158e-12	
helio astrometric, true of date, ecliptic	2461300.5	Sirius	4.8689e-12	7.1473e-13	3.5869e-08	6.5948e-14	OVER
helio astrometric, true of date, ecliptic	2461300.5	Vega	5.3138e-12	5.8049e-12	3.0266e-07	1.9110e-13	OVER
helio astrometric, true of date, ecliptic	2461300.5	Polaris	2.5424e-11	4.9051e-13	3.8622e-06	1.4118e-13	OVER
helio astrometric, true of date, ecliptic	2461300.5	Rigil Kentaurus	8.3228e-12	1.3716e-11	1.0213e-08	3.7388e-14	OVER
helio astrometric, true of date, ecliptic	2488069.5	Sun					unanswered errCode 2
helio astrometric, true of date, ecliptic	2488069.5	Moon	2.3129e-11	1.0880e-11	2.5599e-13	2.5599e-13	
helio astrometric, true of date, ecliptic	2488069.5	Mercury	1.8259e-10	4.0366e-12	8.8672e-13	8.8672e-13	
helio astrometric, true of date, ecliptic	2488069.5	Venus	1.9949e-11	1.0737e-11	2.3354e-13	2.3354e-13	
helio astrometric, true of date, ecliptic	2488069.5	Earth	2.9349e-11	1.9810e-12	3.1088e-13	3.1088e-13	
helio astrometric, true of date, ecliptic	2488069.5	Mars	2.7087e-11	3.7726e-12	1.6120e-13	1.0679e-13	
helio astrometric, true of date, ecliptic	2488069.5	Jupiter	6.1616e-12	8.7271e-13	1.3188e-12	2.4193e-13	
helio astrometric, true of date, ecliptic	2488069.5	Saturn	1.5546e-11	3.6270e-12	2.4780e-12	2.5636e-13	
helio astrometric, true of date, ecliptic	2488069.5	Uranus	2.6901e-11	9.4101e-12	1.7175e-11	8.6000e-13	
helio astrometric, true of date, ecliptic	2488069.5	Neptune	2.1031e-12	3.1783e-12	1.0722e-11	3.5493e-13	
helio astrometric, true of date, ecliptic	2488069.5	Pluto	4.0103e-11	1.3065e-11	4.4403e-11	9.0743e-13	
helio astrometric, true of date, ecliptic	2488069.5	Moon mean asc node	2.3798e-11	4.7093e-12	6.2322e-13	6.2322e-13	
helio astrometric, true of date, ecliptic	2488069.5	Moon osc asc node	2.1117e-10	2.4767e-13	2.4682e-12	2.4682e-12	
helio astrometric, true of date, ecliptic	2488069.5	Moon mean desc node	2.2280e-12	1.0392e-11	1.0720e-12	1.0720e-12	
helio astrometric, true of date, ecliptic	2488069.5	Moon osc desc node	7.2535e-12	1.4844e-11	1.1004e-12	1.1004e-12	
helio astrometric, true of date, ecliptic	2488069.5	Moon mean perihelion	1.4080e-11	4.4617e-12	8.2065e-13	8.2065e-13	
helio astrometric, true of date, ecliptic	2488069.5	Moon osc perihelion	1.5822e-10	1.3821e-10	2.4699e-11	2.4699e-11	
helio astrometric, true of date, ecliptic	2488069.5	Moon mean aphelion	2.3930e-12	1.6078e-11	3.1693e-12	3.1693e-12	
helio astrometric, true of date, ecliptic	2488069.5	Moon osc aphelion	1.7017e-11	3.1858e-10	6.8199e-11	6.8199e-11	
helio astrometric, true of date, ecliptic	2488069.5	Mercury mean asc node	9.3318e-11	1.5682e-11	7.7019e-14	7.7019e-14	
helio astrometric, true of date, ecliptic	2488069.5	Mercury osc asc node	9.3155e-12	2.4975e-11	6.3842e-14	6.3842e-14	
helio astrometric, true of date, ecliptic	2488069.5	Mercury mean desc node	1.7932e-10	1.3212e-11	2.0645e-14	2.0645e-14	
helio astrometric, true of date, ecliptic	2488069.5	Mercury osc desc node	1.4159e-11	1.0785e-11	1.3184e-12	1.3184e-12	
helio astrometric, true of date, ecliptic	2488069.5	Mercury mean perihelion	1.7493e-11	4.8120e-11	5.7771e-15	5.7771e-15	
helio astrometric, true of date, ecliptic	2488069.5	Mercury osc perihelion	8.8754e-11	1.6428e-11	4.6990e-13	4.6990e-13	
helio astrometric, true of date, ecliptic	2488069.5	Mercury mean aphelion	2.9389e-12	8.1849e-12	2.0090e-13	2.0090e-13	
helio astrometric, true of date, ecliptic	2488069.5	Mercury osc aphelion	8.7748e-11	4.8646e-11	3.7517e-13	3.7517e-13	
helio astrometric, true of date, ecliptic	2488069.5	Venus mean asc node	8.0878e-12	2.0277e-12	1.9060e-13	1.9060e-13	
helio astrometric, true of date, ecliptic	2488069.5	Venus osc asc node	1.7483e-10	1.2166e-11	2.3571e-13	2.3571e-13	
helio astrometric, true of date, ecliptic	2488069.5	Venus mean desc node	6.2015e-10	5.7349e-11	1.0489e-13	1.0489e-13	
helio astrometric, true of date, ecliptic	2488069.5	Venus osc desc node	1.6235e-10	1.1738e-11	7.8127e-13	7.8127e-13	
helio astrometric, true of date, ecliptic	2488069.5	Venus mean perihelion	6.4138e-11	7.9002e-12	8.3369e-13	8.3369e-13	
helio astrometric, true of date, ecliptic	2488069.5	Venus osc perihelion	1.5937e-09	1.0739e-10	3.9624e-13	3.9624e-13	
helio astrometric, true of date, ecliptic	2488069.5	Venus mean aphelion	6.1185e-11	2.6091e-11	2.2982e-13	2.2982e-13	
helio astrometric, true of date, ecliptic	2488069.5	Venus osc aphelion	1.6651e-09	2.7588e-10	1.6953e-13	1.6953e-13	
helio astrometric, true of date, ecliptic	2488069.5	Mars mean asc node	3.2703e-10	5.8020e-12	5.4393e-13	3.7030e-13	
helio astrometric, true of date, ecliptic	2488069.5	Mars osc asc node	5.1365e-10	8.9529e-12	1.1110e-12	7.5648e-13	
helio astrometric, true of date, ecliptic	2488069.5	Mars mean desc node	2.5324e-10	2.1934e-12	5.7622e-13	3.7075e-13	
helio astrometric, true of date, ecliptic	2488069.5	Mars osc desc node	2.2097e-10	1.0966e-12	2.5358e-12	1.6314e-12	
helio astrometric, true of date, ecliptic	2488069.5	Mars mean perihelion	7.6925e-11	3.9995e-12	1.9978e-12	1.4464e-12	
helio astrometric, true of date, ecliptic	2488069.5	Mars osc perihelion	5.4208e-10	2.1849e-11	2.3849e-13	1.7269e-13	
helio astrometric, true of date, ecliptic	2488069.5	Mars mean aphelion	4.2601e-11	4.1684e-12	3.5705e-13	2.1430e-13	
helio astrometric, true of date, ecliptic	2488069.5	Mars osc aphelion	1.3007e-10	1.0549e-11	1.9495e-12	1.1699e-12	
helio astrometric, true of date, ecliptic	2488069.5	Jupiter mean asc node	1.2150e-10	9.7960e-12	2.7398e-12	5.2990e-13	
helio astrometric, true of date, ecliptic	2488069.5	Jupiter osc asc node	1.1650e-09	1.9208e-11	4.0981e-13	7.9231e-14	
helio astrometric, true of date, ecliptic	2488069.5	Jupiter mean desc node	4.2314e-10	4.4862e-11	1.4886e-12	2.8568e-13	
helio astrometric, true of date, ecliptic	2488069.5	Jupiter osc desc node	4.6903e-10	3.3258e-11	7.3376e-12	1.4076e-12	
helio astrometric, true of date, ecliptic	2488069.5	Jupiter mean perihelion	5.8587e-12	5.7515e-12	1.3430e-13	2.7129e-14	
helio astrometric, true of date, ecliptic	2488069.5	Jupiter osc perihelion	6.7119e-11	2.4029e-12	9.0112e-12	1.8181e-12	
helio astrometric, true of date, ecliptic	2488069.5	Jupiter mean aphelion	9.6241e-12	1.4844e-12	8.6092e-13	1.5782e-13	
helio astrometric, true of date, ecliptic	2488069.5	Jupiter osc aphelion	3.8043e-10	4.4185e-12	1.4403e-12	2.6416e-13	
helio astrometric, true of date, ecliptic	2488069.5	Saturn mean asc node	1.4871e-10	1.3546e-11	2.1337e-12	2.3550e-13	
helio astrometric, true of date, ecliptic	2488069.5	Saturn osc asc node	3.9334e-10	4.7202e-11	1.2664e-11	1.3948e-12	
helio astrometric, true of date, ecliptic	2488069.5	Saturn mean desc node	3.9729e-12	5.8206e-13	1.1084e-11	1.1040e-12	
helio astrometric, true of date, ecliptic	2488069.5	Saturn osc desc node	1.2897e-10	3.2890e-11	3.7506e-11	3.7249e-12	
helio astrometric, true of date, ecliptic	2488069.5	Saturn mean perihelion	1.5205e-11	1.2683e-11	1.0485e-12	1.1610e-13	
helio astrometric, true of date, ecliptic	2488069.5	Saturn osc perihelion	2.9400e-10	3.5151e-11	1.8478e-11	2.0400e-12	
helio astrometric, true of date, ecliptic	2488069.5	Saturn mean aphelion	1.7361e-11	2.4829e-11	1.0338e-11	1.0259e-12	
helio astrometric, true of date, ecliptic	2488069.5	Saturn osc aphelion	1.9870e-09	1.0690e-10	1.6563e-11	1.6406e-12	
helio astrometric, true of date, ecliptic	2488069.5	Moon natural apogee	2.1536e-11	4.4279e-11	8.1509e-12	8.1509e-12	
helio astrometric, true of date, ecliptic	2488069.5	Moon natural perigee	1.9341e-10	7.7993e-11	4.3446e-11	4.3446e-11	
helio astrometric, true of date, ecliptic	2488069.5	Sirius	1.0543e-11	4.3592e-12	7.6589e-08	1.4084e-13	OVER
helio astrometric, true of date, ecliptic	2488069.5	Vega	1.5265e-11	5.1853e-11	2.7083e-07	1.7103e-13	OVER
helio astrometric, true of date, ecliptic	2488069.5	Polaris	9.7880e-12	1.5729e-11	1.4538e-05	5.3144e-13	OVER
helio astrometric, true of date, ecliptic	2488069.5	Rigil Kentaurus	6.0892e-12	1.8128e-11	1.2281e-07	4.4998e-13	OVER
bary astrometric, true of date, ecliptic	2378496.5	Sun	2.7035e-11	1.7909e-11	3.3348e-16	3.3348e-16	
bary astrometric, true of date, ecliptic	2378496.5	Moon	4.1744e-13	4.3669e-11	1.0921e-13	1.0921e-13	
bary astrometric, true of date, ecliptic	2378496.5	Mercury	4.6863e-10	2.2007e-11	7.9174e-13	7.9174e-13	
bary astrometric, true of date, ecliptic	2378496.5	Venus	6.7704e-12	1.1278e-11	1.0429e-13	1.0429e-13	
bary astrometric, true of date, ecliptic	2378496.5	Earth	6.6642e-12	3.7385e-12	2.1402e-13	2.1402e-13	
bary astrometric, true of date, ecliptic	2378496.5	Mars	4.7611e-12	1.7618e-11	4.7588e-15	3.0478e-15	
bary astrometric, true of date, ecliptic	2378496.5	Jupiter	6.4367e-12	1.7746e-11	2.2638e-12	4.4158e-13	
bary astrometric, true of date, ecliptic	2378496.5	Saturn	8.2874e-12	1.0188e-12	2.9173e-12	3.2066e-13	
bary astrometric, true of date, ecliptic	2378496.5	Uranus	1.2467e-11	3.6186e-13	1.4997e-14	8.1970e-16	
bary astrometric, true of date, ecliptic	2378496.5	Neptune	1.4138e-11	8.5838e-13	1.0208e-11	3.3664e-13	
bary astrometric, true of date, ecliptic	2378496.5	Pluto	1.4054e-11	9.9242e-13	1.4136e-11	3.4539e-13	
bary astrometric, true of date, ecliptic	2378496.5	Moon mean asc node	2.8689e-11	6.2316e-12	1.4789e-12	1.4789e-12	
bary astrometric, true of date, ecliptic	2378496.5	Moon osc asc node	8.9675e-11	7.9578e-12	2.6684e-12	2.6684e-12	
bary astrometric, true of date, ecliptic	2378496.5	Moon mean desc node	2.3546e-11	1.8715e-11	2.8395e-14	2.8395e-14	
bary astrometric, true of date, ecliptic	2378496.5	Moon osc desc node	7.2986e-13	2.8696e-11	3.6951e-13	3.6951e-13	
bary astrometric, true of date, ecliptic	2378496.5	Moon mean perihelion	5.7115e-10	1.3814e-10	1.2858e-11	1.2858e-11	
bary astrometric, true of date, ecliptic	2378496.5	Moon osc perihelion	1.5301e-09	2.3596e-10	4.1656e-11	4.1656e-11	
bary astrometric, true of date, ecliptic	2378496.5	Moon mean aphelion	6.2090e-10	8.7377e-11	1.6130e-11	1.6130e-11	
bary astrometric, true of date, ecliptic	2378496.5	Moon osc aphelion	1.0447e-09	1.4039e-10	2.7183e-11	2.7183e-11	
bary astrometric, true of date, ecliptic	2378496.5	Mercury mean asc node	5.4771e-11	1.0155e-11	1.6114e-13	1.6114e-13	
bary astrometric, true of date, ecliptic	2378496.5	Mercury osc asc node	9.3295e-11	2.5043e-12	8.0379e-13	8.0379e-13	
bary astrometric, true of date, ecliptic	2378496.5	Mercury mean desc node	1.8850e-11	8.5650e-12	1.3640e-13	1.3640e-13	
bary astrometric, true of date, ecliptic	2378496.5	Mercury osc desc node	2.7447e-11	2.4137e-12	2.3022e-13	2.3022e-13	
bary astrometric, true of date, ecliptic	2378496.5	Mercury mean perihelion	1.5868e-11	3.2245e-11	8.8023e-15	8.8023e-15	
bary astrometric, true of date, ecliptic	2378496.5	Mercury osc perihelion	1.7448e-10	3.4358e-12	3.4644e-13	3.4644e-13	
bary astrometric, true of date, ecliptic	2378496.5	Mercury mean aphelion	2.1568e-11	3.2221e-11	4.0942e-13	4.0942e-13	
bary astrometric, true of date, ecliptic	2378496.5	Mercury osc aphelion	2.4234e-10	3.1537e-11	2.2816e-12	2.2816e-12	
bary astrometric, true of date, ecliptic	2378496.5	Venus mean asc node	2.3748e-10	2.0441e-12	9.7037e-14	9.7037e-14	
bary astrometric, true of date, ecliptic	2378496.5	Venus osc asc node	3.6803e-10	1.2937e-11	5.3292e-13	5.3292e-13	
bary astrometric, true of date, ecliptic	2378496.5	Venus mean desc node	8.2188e-11	1.8984e-11	6.1091e-14	6.1091e-14	
bary astrometric, true of date, ecliptic	2378496.5	Venus osc desc node	9.7066e-11	5.6481e-12	1.8254e-12	1.8254e-12	
bary astrometric, true of date, ecliptic	2378496.5	Venus mean perihelion	3.2171e-11	2.1765e-11	2.3000e-14	2.3000e-14	
bary astrometric, true of date, ecliptic	2378496.5	Venus osc perihelion	1.1478e-09	6.2269e-11	2.7289e-13	2.7289e-13	
bary astrometric, true of date, ecliptic	2378496.5	Venus mean aphelion	6.6321e-11	1.1458e-13	8.4614e-13	8.4614e-13	
bary astrometric, true of date, ecliptic	2378496.5	Venus osc aphelion	1.7490e-09	1.5417e-10	3.7214e-12	3.7214e-12	
bary astrometric, true of date, ecliptic	2378496.5	Mars mean asc node	8.4460e-11	1.6486e-12	1.8250e-12	1.2381e-12	
bary astrometric, true of date, ecliptic	2378496.5	Mars osc asc node	5.0122e-10	1.7841e-11	3.8216e-13	2.5925e-13	
bary astrometric, true of date, ecliptic	2378496.5	Mars mean desc node	1.2546e-10	1.8557e-11	6.9055e-13	4.4594e-13	
bary astrometric, true of date, ecliptic	2378496.5	Mars osc desc node	6.3202e-10	2.7996e-11	2.2185e-12	1.4327e-12	
bary astrometric, true of date, ecliptic	2378496.5	Mars mean perihelion	1.2141e-11	9.5545e-12	1.2518e-12	9.0236e-13	
bary astrometric, true of date, ecliptic	2378496.5	Mars osc perihelion	3.5162e-11	2.8658e-12	1.1798e-13	8.5051e-14	
bary astrometric, true of date, ecliptic	2378496.5	Mars mean aphelion	1.2309e-11	1.9100e-11	9.7298e-13	5.8610e-13	
bary astrometric, true of date, ecliptic	2378496.5	Mars osc aphelion	2.4838e-11	9.8782e-12	6.3385e-13	3.8179e-13	
bary astrometric, true of date, ecliptic	2378496.5	Jupiter mean asc node	1.2727e-10	2.7496e-11	2.3055e-12	4.4577e-13	
bary astrometric, true of date, ecliptic	2378496.5	Jupiter osc asc node	1.9309e-09	5.1604e-11	5.7575e-12	1.1132e-12	
bary astrometric, true of date, ecliptic	2378496.5	Jupiter mean desc node	1.7942e-10	1.6455e-11	2.4584e-12	4.7193e-13	
bary astrometric, true of date, ecliptic	2378496.5	Jupiter osc desc node	4.6792e-10	1.1970e-11	3.5239e-11	6.7639e-12	
bary astrometric, true of date, ecliptic	2378496.5	Jupiter mean perihelion	3.9928e-12	4.6997e-12	4.9000e-12	9.8919e-13	
bary astrometric, true of date, ecliptic	2378496.5	Jupiter osc perihelion	1.9166e-09	1.5630e-11	7.4948e-12	1.5124e-12	
bary astrometric, true of date, ecliptic	2378496.5	Jupiter mean aphelion	1.5260e-11	7.8877e-13	8.4217e-12	1.5448e-12	
bary astrometric, true of date, ecliptic	2378496.5	Jupiter osc aphelion	5.6592e-10	1.5628e-11	5.6802e-12	1.0422e-12	
bary astrometric, true of date, ecliptic	2378496.5	Saturn mean asc node	2.1331e-10	8.6098e-12	1.5364e-12	1.6976e-13	
bary astrometric, true of date, ecliptic	2378496.5	Saturn osc asc node	4.4027e-11	2.3273e-11	1.0747e-11	1.1889e-12	
bary astrometric, true of date, ecliptic	2378496.5	Saturn mean desc node	1.5407e-11	2.9269e-11	5.5755e-12	5.5477e-13	
bary astrometric, true of date, ecliptic	2378496.5	Saturn osc desc node	3.2588e-10	1.7515e-11	3.2388e-11	3.2003e-12	
bary astrometric, true of date, ecliptic	2378496.5	Saturn mean perihelion	1.2624e-11	1.7124e-11	3.2683e-12	3.6256e-13	
bary astrometric, true of date, ecliptic	2378496.5	Saturn osc perihelion	1.1080e-09	1.2176e-11	1.9645e-11	2.1810e-12	
