# ratesweep 127.0.0.1:47190 bound 1e-05 1e-09 (A.3 default)
config	epoch_tt	object	lon_err	lat_err	dist_err_au_per_day	dist_err_per_au	flag
geo apparent, J2000, ecliptic	2378496.5	Jupiter osc desc node	1.5986e-10	6.5821e-12	6.4439e-12	1.0417e-12	
geo apparent, J2000, ecliptic	2378496.5	Jupiter mean perihelion	2.7638e-12	1.1330e-11	4.5932e-12	9.1221e-13	
geo apparent, J2000, ecliptic	2378496.5	Jupiter osc perihelion	5.0534e-10	7.0860e-12	7.1101e-12	1.4119e-12	
geo apparent, J2000, ecliptic	2378496.5	Jupiter mean aphelion	6.3229e-12	5.1307e-13	1.6416e-12	2.9554e-13	
geo apparent, J2000, ecliptic	2378496.5	Jupiter osc aphelion	5.4150e-10	1.2127e-11	1.0269e-11	1.8489e-12	
geo apparent, J2000, ecliptic	2378496.5	Saturn mean asc node	2.8103e-10	1.7332e-11	4.3599e-12	5.3854e-13	
geo apparent, J2000, ecliptic	2378496.5	Saturn osc asc node	2.8120e-10	1.7368e-11	8.6042e-12	1.0641e-12	
geo apparent, J2000, ecliptic	2378496.5	Saturn mean desc node	8.7408e-11	7.1300e-13	4.0833e-12	3.7092e-13	
geo apparent, J2000, ecliptic	2378496.5	Saturn osc desc node	1.1774e-10	1.3670e-11	2.0422e-11	1.8433e-12	
geo apparent, J2000, ecliptic	2378496.5	Saturn mean perihelion	5.9094e-12	2.8952e-11	7.6134e-12	9.4487e-13	
geo apparent, J2000, ecliptic	2378496.5	Saturn osc perihelion	1.6220e-09	7.2797e-11	1.2264e-12	1.5245e-13	
geo apparent, J2000, ecliptic	2378496.5	Saturn mean aphelion	2.1284e-11	1.2693e-11	7.5792e-12	6.8557e-13	
geo apparent, J2000, ecliptic	2378496.5	Saturn osc aphelion	1.5877e-09	7.5077e-11	8.1466e-13	7.3214e-14	
geo apparent, J2000, ecliptic	2378496.5	Moon natural apogee	6.2438e-07	2.6214e-09	3.0484e-13	3.0484e-13	
geo apparent, J2000, ecliptic	2378496.5	Moon natural perigee	1.4388e-07	6.6173e-09	6.3525e-13	6.3525e-13	
geo apparent, J2000, ecliptic	2378496.5	Sirius	2.8861e-11	2.4485e-11	1.1873e-07	2.1820e-13	OVER
geo apparent, J2000, ecliptic	2378496.5	Vega	1.5634e-11	8.9976e-12	7.2125e-07	4.5522e-13	OVER
geo apparent, J2000, ecliptic	2378496.5	Polaris	4.7695e-12	1.4270e-12	1.3288e-05	4.8575e-13	OVER
geo apparent, J2000, ecliptic	2378496.5	Rigil Kentaurus	4.3013e-11	1.2172e-11	2.1580e-07	7.8794e-13	OVER
geo apparent, J2000, ecliptic	2415020.5	Sun	2.6555e-11	1.7339e-11	3.4308e-13	3.4308e-13	
geo apparent, J2000, ecliptic	2415020.5	Moon	8.7448e-09	1.6939e-09	1.3937e-13	1.3937e-13	
geo apparent, J2000, ecliptic	2415020.5	Mercury	2.4824e-11	1.6082e-11	1.3664e-12	1.1965e-12	
geo apparent, J2000, ecliptic	2415020.5	Venus	6.8622e-11	2.8476e-12	2.3910e-13	1.6325e-13	
geo apparent, J2000, ecliptic	2415020.5	Earth					unanswered errCode 2
geo apparent, J2000, ecliptic	2415020.5	Mars	1.8092e-11	1.6092e-12	1.5243e-12	6.3488e-13	
geo apparent, J2000, ecliptic	2415020.5	Jupiter	4.9714e-11	1.2052e-11	2.7248e-12	4.4573e-13	
geo apparent, J2000, ecliptic	2415020.5	Saturn	9.8637e-12	1.2204e-11	2.5273e-12	2.2924e-13	
geo apparent, J2000, ecliptic	2415020.5	Uranus	1.2360e-11	2.2779e-11	1.2307e-12	6.2038e-14	
geo apparent, J2000, ecliptic	2415020.5	Neptune	1.1770e-11	1.4661e-11	4.1203e-12	1.4247e-13	
geo apparent, J2000, ecliptic	2415020.5	Pluto	1.5130e-11	1.1962e-13	6.0457e-13	1.3120e-14	
geo apparent, J2000, ecliptic	2415020.5	Moon mean asc node	3.0842e-09	1.3093e-09	1.7993e-13	1.7993e-13	
geo apparent, J2000, ecliptic	2415020.5	Moon osc asc node	7.9011e-09	1.5256e-10	2.2514e-13	2.2514e-13	
geo apparent, J2000, ecliptic	2415020.5	Moon mean desc node	3.6199e-09	4.3191e-09	3.0035e-13	3.0035e-13	
geo apparent, J2000, ecliptic	2415020.5	Moon osc desc node	1.0477e-08	1.9450e-09	1.2698e-12	1.2698e-12	
geo apparent, J2000, ecliptic	2415020.5	Moon mean perihelion	1.5902e-07	5.7474e-09	9.6619e-14	9.6619e-14	
geo apparent, J2000, ecliptic	2415020.5	Moon osc perihelion	6.6984e-08	3.8866e-09	2.5922e-14	2.5922e-14	
geo apparent, J2000, ecliptic	2415020.5	Moon mean aphelion	6.1625e-08	4.4436e-09	3.7149e-14	3.7149e-14	
geo apparent, J2000, ecliptic	2415020.5	Moon osc aphelion	4.2758e-09	3.2789e-09	3.5739e-13	3.5739e-13	
geo apparent, J2000, ecliptic	2415020.5	Mercury mean asc node	1.0681e-11	3.2189e-12	2.3320e-13	2.3320e-13	
geo apparent, J2000, ecliptic	2415020.5	Mercury osc asc node	3.6808e-11	1.4924e-11	1.2279e-12	1.2279e-12	
geo apparent, J2000, ecliptic	2415020.5	Mercury mean desc node	1.2347e-11	1.3437e-11	1.6902e-12	1.2938e-12	
geo apparent, J2000, ecliptic	2415020.5	Mercury osc desc node	6.2921e-11	7.4721e-12	1.5863e-12	1.2143e-12	
geo apparent, J2000, ecliptic	2415020.5	Mercury mean perihelion	4.1360e-11	5.8926e-12	3.3335e-13	3.3335e-13	
geo apparent, J2000, ecliptic	2415020.5	Mercury osc perihelion	1.1534e-10	3.7860e-11	1.6262e-12	1.6262e-12	
geo apparent, J2000, ecliptic	2415020.5	Mercury mean aphelion	2.0337e-11	1.2519e-11	4.7767e-13	3.3619e-13	
geo apparent, J2000, ecliptic	2415020.5	Mercury osc aphelion	1.1909e-10	2.7896e-11	1.0246e-12	7.2115e-13	
geo apparent, J2000, ecliptic	2415020.5	Venus mean asc node	8.9443e-11	5.9421e-12	1.2886e-12	1.2886e-12	
geo apparent, J2000, ecliptic	2415020.5	Venus osc asc node	1.6418e-10	4.9540e-12	2.5801e-13	2.5801e-13	
geo apparent, J2000, ecliptic	2415020.5	Venus mean desc node	8.4152e-12	8.4460e-12	2.5677e-13	1.5359e-13	
geo apparent, J2000, ecliptic	2415020.5	Venus osc desc node	1.8187e-10	1.2221e-11	1.7721e-12	1.0600e-12	
geo apparent, J2000, ecliptic	2415020.5	Venus mean perihelion	8.8581e-11	1.7403e-11	8.6147e-13	8.6147e-13	
geo apparent, J2000, ecliptic	2415020.5	Venus osc perihelion	1.7175e-09	3.3034e-10	5.7394e-11	5.7394e-11	
geo apparent, J2000, ecliptic	2415020.5	Venus mean aphelion	5.8820e-13	6.2345e-12	9.1465e-13	5.5291e-13	
geo apparent, J2000, ecliptic	2415020.5	Venus osc aphelion	5.8790e-10	3.0290e-10	4.7753e-12	2.8852e-12	
geo apparent, J2000, ecliptic	2415020.5	Mars mean asc node	6.1039e-10	1.2748e-11	9.3144e-12	8.0781e-12	
geo apparent, J2000, ecliptic	2415020.5	Mars osc asc node	3.3990e-11	7.4589e-12	5.4273e-12	4.7071e-12	
geo apparent, J2000, ecliptic	2415020.5	Mars mean desc node	2.5125e-10	6.9847e-12	3.4087e-12	1.4852e-12	
geo apparent, J2000, ecliptic	2415020.5	Mars osc desc node	3.8216e-10	1.2303e-11	1.2232e-12	5.3298e-13	
geo apparent, J2000, ecliptic	2415020.5	Mars mean perihelion	3.8755e-11	1.0627e-11	1.5746e-12	7.4489e-13	
geo apparent, J2000, ecliptic	2415020.5	Mars osc perihelion	1.8141e-10	2.0472e-11	1.3943e-12	6.5960e-13	
geo apparent, J2000, ecliptic	2415020.5	Mars mean aphelion	2.4428e-11	3.3789e-12	9.7820e-13	7.2497e-13	
geo apparent, J2000, ecliptic	2415020.5	Mars osc aphelion	6.7629e-10	8.8252e-12	5.8218e-12	4.3139e-12	
geo apparent, J2000, ecliptic	2415020.5	Jupiter mean asc node	8.6356e-10	1.8804e-11	4.5917e-12	1.0952e-12	
geo apparent, J2000, ecliptic	2415020.5	Jupiter osc asc node	3.1457e-10	5.3293e-12	3.4715e-12	8.2766e-13	
geo apparent, J2000, ecliptic	2415020.5	Jupiter mean desc node	9.9397e-12	1.5109e-11	7.9314e-13	1.2816e-13	
geo apparent, J2000, ecliptic	2415020.5	Jupiter osc desc node	2.5980e-10	1.4809e-11	5.7182e-12	9.2429e-13	
geo apparent, J2000, ecliptic	2415020.5	Jupiter mean perihelion	1.5930e-11	1.7288e-12	3.3039e-12	6.6052e-13	
geo apparent, J2000, ecliptic	2415020.5	Jupiter osc perihelion	7.3314e-10	1.1019e-11	3.2617e-11	6.5120e-12	
geo apparent, J2000, ecliptic	2415020.5	Jupiter mean aphelion	1.2653e-11	4.1868e-12	1.7200e-12	3.0782e-13	
geo apparent, J2000, ecliptic	2415020.5	Jupiter osc aphelion	9.9737e-10	2.3592e-11	1.4607e-11	2.6171e-12	
geo apparent, J2000, ecliptic	2415020.5	Saturn mean asc node	9.9615e-14	1.2979e-11	3.9858e-12	4.9192e-13	
geo apparent, J2000, ecliptic	2415020.5	Saturn osc asc node	8.4227e-10	2.7472e-11	1.1456e-11	1.4040e-12	
geo apparent, J2000, ecliptic	2415020.5	Saturn mean desc node	1.9195e-10	1.0979e-11	1.7207e-12	1.5640e-13	
geo apparent, J2000, ecliptic	2415020.5	Saturn osc desc node	8.7034e-11	7.1050e-13	8.0426e-13	7.3122e-14	
geo apparent, J2000, ecliptic	2415020.5	Saturn mean perihelion	1.1304e-11	1.1645e-11	5.1777e-13	6.4271e-14	
geo apparent, J2000, ecliptic	2415020.5	Saturn osc perihelion	8.2081e-10	5.0905e-11	1.0589e-11	1.3049e-12	
geo apparent, J2000, ecliptic	2415020.5	Saturn mean aphelion	1.4756e-11	3.6194e-11	1.3592e-11	1.2295e-12	
geo apparent, J2000, ecliptic	2415020.5	Saturn osc aphelion	1.3151e-09	6.4334e-11	1.2469e-11	1.1288e-12	
geo apparent, J2000, ecliptic	2415020.5	Moon natural apogee	4.8183e-08	5.8134e-09	9.6325e-14	9.6325e-14	
geo apparent, J2000, ecliptic	2415020.5	Moon natural perigee	1.5090e-07	6.3495e-10	1.3028e-13	1.3028e-13	
geo apparent, J2000, ecliptic	2415020.5	Sirius	4.2624e-12	3.6774e-12	1.7455e-07	3.2084e-13	OVER
geo apparent, J2000, ecliptic	2415020.5	Vega	1.2306e-11	2.2431e-11	1.0007e-06	6.3169e-13	OVER
geo apparent, J2000, ecliptic	2415020.5	Polaris	2.8676e-11	1.1749e-11	2.2410e-06	8.1920e-14	OVER
geo apparent, J2000, ecliptic	2415020.5	Rigil Kentaurus	7.2715e-12	4.8067e-12	6.1856e-08	2.2611e-13	OVER
geo apparent, J2000, ecliptic	2451545.0	Sun	1.1456e-11	6.6862e-12	6.0437e-13	6.0437e-13	
geo apparent, J2000, ecliptic	2451545.0	Moon	4.6565e-11	6.6428e-09	2.9050e-13	2.9050e-13	
geo apparent, J2000, ecliptic	2451545.0	Mercury	2.0975e-11	3.6312e-12	3.6645e-13	2.5889e-13	
geo apparent, J2000, ecliptic	2451545.0	Venus	2.1754e-11	7.7239e-12	2.8965e-13	2.5462e-13	
geo apparent, J2000, ecliptic	2451545.0	Earth					unanswered errCode 2
geo apparent, J2000, ecliptic	2451545.0	Mars	4.3576e-11	1.5243e-11	1.2085e-13	6.5336e-14	
geo apparent, J2000, ecliptic	2451545.0	Jupiter	1.7418e-11	1.6238e-12	5.6549e-14	1.2237e-14	
geo apparent, J2000, ecliptic	2451545.0	Saturn	4.2002e-12	1.9208e-12	6.3454e-12	7.3333e-13	
geo apparent, J2000, ecliptic	2451545.0	Uranus	4.3155e-11	4.3087e-12	2.7138e-11	1.3093e-12	
geo apparent, J2000, ecliptic	2451545.0	Neptune	1.0660e-11	1.4134e-11	2.0492e-11	6.6049e-13	
geo apparent, J2000, ecliptic	2451545.0	Pluto	1.7592e-11	1.2079e-11	1.1995e-11	3.8613e-13	
geo apparent, J2000, ecliptic	2451545.0	Moon mean asc node	4.4635e-09	5.1939e-09	8.8486e-14	8.8486e-14	
geo apparent, J2000, ecliptic	2451545.0	Moon osc asc node	5.2680e-09	7.8633e-09	2.7045e-12	2.7045e-12	
geo apparent, J2000, ecliptic	2451545.0	Moon mean desc node	3.5135e-09	1.4584e-09	3.8598e-13	3.8598e-13	
geo apparent, J2000, ecliptic	2451545.0	Moon osc desc node	2.8089e-09	2.4124e-09	6.0393e-14	6.0393e-14	
geo apparent, J2000, ecliptic	2451545.0	Moon mean perihelion	1.2519e-09	7.2969e-09	3.7540e-13	3.7540e-13	
geo apparent, J2000, ecliptic	2451545.0	Moon osc perihelion	1.0972e-06	5.6857e-08	1.1772e-11	1.1772e-11	
geo apparent, J2000, ecliptic	2451545.0	Moon mean aphelion	2.8930e-10	1.0448e-08	5.3090e-13	5.3090e-13	
geo apparent, J2000, ecliptic	2451545.0	Moon osc aphelion	4.2923e-08	5.0914e-09	3.6253e-13	3.6253e-13	
geo apparent, J2000, ecliptic	2451545.0	Mercury mean asc node	2.5448e-11	1.8822e-11	1.7574e-13	1.7574e-13	
geo apparent, J2000, ecliptic	2451545.0	Mercury osc asc node	7.1345e-11	1.0587e-11	5.7718e-13	5.7718e-13	
geo apparent, J2000, ecliptic	2451545.0	Mercury mean desc node	1.4854e-11	2.9728e-12	9.5750e-13	7.3056e-13	
geo apparent, J2000, ecliptic	2451545.0	Mercury osc desc node	1.6931e-11	3.1585e-11	8.9307e-14	6.8141e-14	
geo apparent, J2000, ecliptic	2451545.0	Mercury mean perihelion	7.3752e-12	3.0567e-11	3.9320e-13	3.9320e-13	
geo apparent, J2000, ecliptic	2451545.0	Mercury osc perihelion	8.3328e-11	4.5397e-11	3.1313e-13	3.1313e-13	
geo apparent, J2000, ecliptic	2451545.0	Mercury mean aphelion	8.1034e-12	8.4531e-13	8.2681e-13	5.8067e-13	
geo apparent, J2000, ecliptic	2451545.0	Mercury osc aphelion	1.6383e-11	1.2062e-11	3.4224e-13	2.4036e-13	
geo apparent, J2000, ecliptic	2451545.0	Venus mean asc node	7.8447e-11	4.4836e-12	2.1069e-12	2.1069e-12	
geo apparent, J2000, ecliptic	2451545.0	Venus osc asc node	4.8312e-12	4.5979e-11	1.9143e-12	1.9143e-12	
geo apparent, J2000, ecliptic	2451545.0	Venus mean desc node	8.7781e-11	1.3093e-11	2.8416e-13	1.6976e-13	
geo apparent, J2000, ecliptic	2451545.0	Venus osc desc node	1.6368e-11	1.3675e-11	2.2738e-13	1.3584e-13	
geo apparent, J2000, ecliptic	2451545.0	Venus mean perihelion	5.9874e-11	1.1984e-11	4.2166e-13	4.2166e-13	
geo apparent, J2000, ecliptic	2451545.0	Venus osc perihelion	4.0586e-09	7.8567e-10	1.5496e-10	1.5496e-10	
geo apparent, J2000, ecliptic	2451545.0	Venus mean aphelion	8.9777e-12	1.0479e-11	3.0677e-13	1.8595e-13	
geo apparent, J2000, ecliptic	2451545.0	Venus osc aphelion	7.6935e-10	6.8534e-11	6.2473e-12	3.7896e-12	
geo apparent, J2000, ecliptic	2451545.0	Mars mean asc node	4.0132e-11	1.7434e-11	1.5390e-14	1.3479e-14	
geo apparent, J2000, ecliptic	2451545.0	Mars osc asc node	5.2220e-10	1.3785e-11	8.7151e-12	7.6333e-12	
geo apparent, J2000, ecliptic	2451545.0	Mars mean desc node	7.1153e-11	4.2301e-12	2.5603e-13	1.1119e-13	
geo apparent, J2000, ecliptic	2451545.0	Mars osc desc node	1.8645e-10	1.8823e-11	2.8779e-12	1.2498e-12	
geo apparent, J2000, ecliptic	2451545.0	Mars mean perihelion	2.7416e-12	3.4904e-12	1.2081e-12	5.7557e-13	
geo apparent, J2000, ecliptic	2451545.0	Mars osc perihelion	3.6705e-11	1.1552e-11	6.0015e-13	2.8596e-13	
geo apparent, J2000, ecliptic	2451545.0	Mars mean aphelion	2.5139e-11	1.3292e-11	6.1937e-14	4.4974e-14	
geo apparent, J2000, ecliptic	2451545.0	Mars osc aphelion	2.1784e-10	2.5111e-12	1.1581e-11	8.4062e-12	
geo apparent, J2000, ecliptic	2451545.0	Jupiter mean asc node	9.8882e-10	3.2315e-11	3.9994e-12	9.5459e-13	
geo apparent, J2000, ecliptic	2451545.0	Jupiter osc asc node	1.3710e-09	4.7232e-11	3.5102e-12	8.3849e-13	
geo apparent, J2000, ecliptic	2451545.0	Jupiter mean desc node	7.7684e-08	6.9280e-10	7.3210e-12	1.1824e-12	
geo apparent, J2000, ecliptic	2451545.0	Jupiter osc desc node	5.0449e-08	3.7969e-10	1.0748e-11	1.7341e-12	
geo apparent, J2000, ecliptic	2451545.0	Jupiter mean perihelion	2.2792e-12	1.0730e-12	1.0889e-12	2.1877e-13	
geo apparent, J2000, ecliptic	2451545.0	Jupiter osc perihelion	1.1538e-09	2.2455e-12	1.3499e-11	2.7220e-12	
geo apparent, J2000, ecliptic	2451545.0	Jupiter mean aphelion	1.2018e-12	7.3053e-12	2.8634e-12	5.1025e-13	
geo apparent, J2000, ecliptic	2451545.0	Jupiter osc aphelion	1.4078e-09	4.1880e-11	4.4775e-11	7.9492e-12	
geo apparent, J2000, ecliptic	2451545.0	Saturn mean asc node	1.2491e-10	1.1775e-11	1.5536e-12	1.9166e-13	
geo apparent, J2000, ecliptic	2451545.0	Saturn osc asc node	5.5043e-10	2.3226e-11	4.2140e-12	5.1798e-13	
geo apparent, J2000, ecliptic	2451545.0	Saturn mean desc node	1.7691e-10	9.5639e-12	5.7203e-12	5.2007e-13	
geo apparent, J2000, ecliptic	2451545.0	Saturn osc desc node	8.9129e-11	1.9084e-11	1.0965e-11	9.9465e-13	
geo apparent, J2000, ecliptic	2451545.0	Saturn mean perihelion	1.5241e-11	3.1597e-11	9.0282e-12	1.1207e-12	
geo apparent, J2000, ecliptic	2451545.0	Saturn osc perihelion	1.2637e-09	6.8206e-11	1.9678e-11	2.4342e-12	
geo apparent, J2000, ecliptic	2451545.0	Saturn mean aphelion	1.7839e-11	9.8120e-12	8.1938e-12	7.4125e-13	
geo apparent, J2000, ecliptic	2451545.0	Saturn osc aphelion	2.3987e-10	4.3350e-12	7.2840e-12	6.5719e-13	
geo apparent, J2000, ecliptic	2451545.0	Moon natural apogee	1.7669e-09	2.5656e-09	8.6089e-14	8.6089e-14	
geo apparent, J2000, ecliptic	2451545.0	Moon natural perigee	1.7915e-09	7.1436e-09	1.1932e-13	1.1932e-13	
geo apparent, J2000, ecliptic	2451545.0	Sirius	4.2020e-12	1.7143e-11	2.7720e-08	5.0963e-14	OVER
geo apparent, J2000, ecliptic	2451545.0	Vega	3.4771e-11	4.3742e-11	1.0501e-06	6.6302e-13	OVER
geo apparent, J2000, ecliptic	2451545.0	Polaris	1.1081e-11	1.1850e-11	4.3486e-06	1.5896e-13	OVER
geo apparent, J2000, ecliptic	2451545.0	Rigil Kentaurus	4.0980e-13	2.3310e-11	3.3832e-07	1.2382e-12	OVER
geo apparent, J2000, ecliptic	2461300.5	Sun	3.1751e-12	6.0491e-14	3.7171e-13	3.6977e-13	
geo apparent, J2000, ecliptic	2461300.5	Moon	1.4056e-09	2.5314e-10	1.3334e-13	1.3334e-13	
geo apparent, J2000, ecliptic	2461300.5	Mercury	1.9285e-11	1.0700e-11	4.1263e-13	3.1263e-13	
geo apparent, J2000, ecliptic	2461300.5	Venus	4.0314e-11	1.1403e-11	4.7152e-14	4.7152e-14	
geo apparent, J2000, ecliptic	2461300.5	Earth					unanswered errCode 2
geo apparent, J2000, ecliptic	2461300.5	Mars	1.5523e-11	1.0826e-11	1.2003e-12	6.8326e-13	
geo apparent, J2000, ecliptic	2461300.5	Jupiter	5.0070e-12	5.3755e-12	2.0475e-12	3.3741e-13	
geo apparent, J2000, ecliptic	2461300.5	Saturn	1.2331e-11	5.3966e-12	7.1015e-12	8.3733e-13	
geo apparent, J2000, ecliptic	2461300.5	Uranus	8.4867e-12	1.4581e-11	1.5526e-11	8.1281e-13	
geo apparent, J2000, ecliptic	2461300.5	Neptune	1.7524e-12	3.2101e-13	1.9459e-11	6.7366e-13	
geo apparent, J2000, ecliptic	2461300.5	Pluto	1.8251e-11	2.5545e-12	9.4103e-12	2.6918e-13	
geo apparent, J2000, ecliptic	2461300.5	Moon mean asc node	6.6708e-09	2.8895e-10	6.9080e-13	6.9080e-13	
geo apparent, J2000, ecliptic	2461300.5	Moon osc asc node	3.3931e-09	3.1925e-10	2.0463e-13	2.0463e-13	
geo apparent, J2000, ecliptic	2461300.5	Moon mean desc node	9.9154e-10	9.9738e-11	2.5577e-13	2.5577e-13	
geo apparent, J2000, ecliptic	2461300.5	Moon osc desc node	1.0111e-08	1.5848e-10	8.4988e-13	8.4988e-13	
geo apparent, J2000, ecliptic	2461300.5	Moon mean perihelion	3.6381e-09	8.9382e-10	7.0001e-14	7.0001e-14	
geo apparent, J2000, ecliptic	2461300.5	Moon osc perihelion	4.5255e-07	2.2532e-08	3.1310e-12	3.1310e-12	
geo apparent, J2000, ecliptic	2461300.5	Moon mean aphelion	2.0515e-08	2.0311e-10	1.7355e-14	1.7355e-14	
geo apparent, J2000, ecliptic	2461300.5	Moon osc aphelion	6.2585e-08	2.9692e-09	8.7388e-14	8.7388e-14	
geo apparent, J2000, ecliptic	2461300.5	Mercury mean asc node	3.2936e-12	1.1021e-11	1.2296e-13	1.2296e-13	
geo apparent, J2000, ecliptic	2461300.5	Mercury osc asc node	1.9614e-11	7.2060e-12	2.3883e-13	2.3883e-13	
geo apparent, J2000, ecliptic	2461300.5	Mercury mean desc node	7.6770e-12	1.1989e-12	4.4092e-13	3.3406e-13	
geo apparent, J2000, ecliptic	2461300.5	Mercury osc desc node	3.1266e-11	1.8422e-13	4.0965e-13	3.1037e-13	
geo apparent, J2000, ecliptic	2461300.5	Mercury mean perihelion	5.3222e-11	1.9225e-11	4.7179e-14	4.6357e-14	
geo apparent, J2000, ecliptic	2461300.5	Mercury osc perihelion	3.1063e-12	1.6170e-11	1.1973e-12	1.1764e-12	
geo apparent, J2000, ecliptic	2461300.5	Mercury mean aphelion	1.7215e-12	5.0758e-12	1.5285e-12	1.3236e-12	
geo apparent, J2000, ecliptic	2461300.5	Mercury osc aphelion	5.5204e-11	5.7029e-12	2.1166e-12	1.8329e-12	
geo apparent, J2000, ecliptic	2461300.5	Venus mean asc node	1.4238e-10	2.1405e-11	4.9914e-12	4.2996e-12	
geo apparent, J2000, ecliptic	2461300.5	Venus osc asc node	1.5610e-10	3.3616e-12	2.7080e-12	2.3327e-12	
geo apparent, J2000, ecliptic	2461300.5	Venus mean desc node	1.9653e-11	5.1021e-12	1.6241e-12	1.2379e-12	
geo apparent, J2000, ecliptic	2461300.5	Venus osc desc node	7.6400e-11	3.8090e-12	3.2037e-12	2.4419e-12	
geo apparent, J2000, ecliptic	2461300.5	Venus mean perihelion	3.0742e-11	5.7968e-12	3.7883e-13	2.3518e-13	
geo apparent, J2000, ecliptic	2461300.5	Venus osc perihelion	1.3407e-09	4.7581e-11	1.7943e-11	1.1141e-11	
geo apparent, J2000, ecliptic	2461300.5	Venus mean aphelion	3.9742e-11	1.6060e-11	5.8577e-13	5.8577e-13	
geo apparent, J2000, ecliptic	2461300.5	Venus osc aphelion	1.9826e-10	5.7737e-10	7.4497e-11	7.4497e-11	
geo apparent, J2000, ecliptic	2461300.5	Mars mean asc node	2.1268e-10	2.9993e-11	3.9243e-12	3.1998e-12	
geo apparent, J2000, ecliptic	2461300.5	Mars osc asc node	1.1036e-09	1.5948e-11	2.2487e-11	1.8334e-11	
geo apparent, J2000, ecliptic	2461300.5	Mars mean desc node	2.9303e-10	1.1122e-11	3.8880e-12	1.7080e-12	
geo apparent, J2000, ecliptic	2461300.5	Mars osc desc node	6.0547e-11	2.9957e-12	4.0386e-13	1.7743e-13	
geo apparent, J2000, ecliptic	2461300.5	Mars mean perihelion	1.6169e-11	1.7415e-11	2.0521e-13	2.0521e-13	
geo apparent, J2000, ecliptic	2461300.5	Mars osc perihelion	5.5816e-10	6.3021e-12	4.1454e-12	4.1454e-12	
geo apparent, J2000, ecliptic	2461300.5	Mars mean aphelion	1.9288e-11	4.4800e-12	2.1842e-12	8.2687e-13	
geo apparent, J2000, ecliptic	2461300.5	Mars osc aphelion	1.9838e-11	2.9086e-12	4.5415e-13	1.7194e-13	
geo apparent, J2000, ecliptic	2461300.5	Jupiter mean asc node	3.0905e-10	9.1296e-12	1.1862e-11	2.1396e-12	
geo apparent, J2000, ecliptic	2461300.5	Jupiter osc asc node	1.4545e-10	3.1615e-12	4.3156e-13	7.7817e-14	
geo apparent, J2000, ecliptic	2461300.5	Jupiter mean desc node	8.2973e-10	2.1353e-11	1.6737e-11	3.3375e-12	
geo apparent, J2000, ecliptic	2461300.5	Jupiter osc desc node	5.8909e-10	7.8723e-13	1.3771e-11	2.7473e-12	
geo apparent, J2000, ecliptic	2461300.5	Jupiter mean perihelion	2.3075e-11	1.2376e-12	1.9837e-12	4.9256e-13	
geo apparent, J2000, ecliptic	2461300.5	Jupiter osc perihelion	1.5593e-09	2.1340e-12	1.1822e-11	2.9379e-12	
geo apparent, J2000, ecliptic	2461300.5	Jupiter mean aphelion	1.4167e-11	4.8862e-12	7.0952e-12	1.1079e-12	
geo apparent, J2000, ecliptic	2461300.5	Jupiter osc aphelion	2.0881e-10	9.4846e-12	1.7130e-12	2.6741e-13	
geo apparent, J2000, ecliptic	2461300.5	Saturn mean asc node	2.5484e-10	2.6180e-11	7.1308e-13	7.4288e-14	
geo apparent, J2000, ecliptic	2461300.5	Saturn osc asc node	4.6122e-10	2.8457e-12	1.0451e-12	1.0906e-13	
geo apparent, J2000, ecliptic	2461300.5	Saturn mean desc node	2.0555e-10	8.5402e-12	2.7626e-12	2.8835e-13	
geo apparent, J2000, ecliptic	2461300.5	Saturn osc desc node	6.0793e-10	1.8738e-11	9.6818e-12	1.0121e-12	
geo apparent, J2000, ecliptic	2461300.5	Saturn mean perihelion	5.8646e-13	2.4289e-11	6.4981e-12	7.0360e-13	
geo apparent, J2000, ecliptic	2461300.5	Saturn osc perihelion	6.0768e-10	2.2481e-11	2.9966e-12	3.2502e-13	
geo apparent, J2000, ecliptic	2461300.5	Saturn mean aphelion	3.3972e-11	2.6642e-11	9.7781e-12	9.8025e-13	
geo apparent, J2000, ecliptic	2461300.5	Saturn osc aphelion	2.4890e-10	1.4109e-12	2.1306e-13	2.1391e-14	
geo apparent, J2000, ecliptic	2461300.5	Moon natural apogee	6.0768e-08	4.7444e-10	7.3223e-15	7.3223e-15	
geo apparent, J2000, ecliptic	2461300.5	Moon natural perigee	1.0855e-08	4.5680e-10	1.8126e-14	1.8126e-14	
geo apparent, J2000, ecliptic	2461300.5	Sirius	2.7750e-11	2.6930e-11	2.5197e-07	4.6327e-13	OVER
geo apparent, J2000, ecliptic	2461300.5	Vega	1.8010e-11	6.1206e-12	8.2786e-08	5.2272e-14	OVER
geo apparent, J2000, ecliptic	2461300.5	Polaris	1.8074e-11	9.9064e-12	9.8299e-06	3.5933e-13	OVER
geo apparent, J2000, ecliptic	2461300.5	Rigil Kentaurus	1.4263e-11	1.4669e-11	8.2628e-08	3.0250e-13	OVER
geo apparent, J2000, ecliptic	2488069.5	Sun	1.3023e-11	3.4679e-12	1.0537e-13	1.0537e-13	
geo apparent, J2000, ecliptic	2488069.5	Moon	2.4511e-09	3.2005e-09	1.1976e-13	1.1976e-13	
geo apparent, J2000, ecliptic	2488069.5	Mercury	2.0105e-11	7.6643e-12	7.7381e-13	5.5826e-13	
