# ratesweep 127.0.0.1:47392 bound 0.005 0.0001 (advertised)
config	epoch_tt	object	lon_err	lat_err	dist_err	flag
geo apparent, true of date, ecliptic	2461300.5	Rigil Kentaurus	4.5349e-06	8.5408e-06	1.0802e-11	
geo apparent, true of date, ecliptic	2488069.5	Sun	4.8870e-07	1.2660e-05	1.0214e-12	
geo apparent, true of date, ecliptic	2488069.5	Moon	2.5614e-07	4.9708e-06	2.3808e-09	
geo apparent, true of date, ecliptic	2488069.5	Mercury	3.1124e-06	1.2328e-05	1.7178e-06	
geo apparent, true of date, ecliptic	2488069.5	Venus	1.0558e-06	8.2721e-06	1.3313e-06	
geo apparent, true of date, ecliptic	2488069.5	Earth	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, true of date, ecliptic	2488069.5	Mars	5.7272e-08	6.3257e-06	5.0523e-07	
geo apparent, true of date, ecliptic	2488069.5	Jupiter	2.5700e-07	4.6303e-06	3.3324e-07	
geo apparent, true of date, ecliptic	2488069.5	Saturn	4.8965e-07	5.5431e-06	4.6557e-07	
geo apparent, true of date, ecliptic	2488069.5	Uranus	1.5768e-07	3.8931e-06	2.2888e-07	
geo apparent, true of date, ecliptic	2488069.5	Neptune	2.6524e-07	2.8552e-06	6.8701e-07	
geo apparent, true of date, ecliptic	2488069.5	Pluto	3.4248e-06	6.8070e-06	6.3728e-07	
geo apparent, true of date, ecliptic	2488069.5	Moon mean asc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, true of date, ecliptic	2488069.5	Moon osc asc node	4.0396e-08	0.0000e+00	3.1418e-11	
geo apparent, true of date, ecliptic	2488069.5	Moon mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, true of date, ecliptic	2488069.5	Moon osc desc node	4.0459e-08	0.0000e+00	2.9783e-13	
geo apparent, true of date, ecliptic	2488069.5	Moon mean perihelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, true of date, ecliptic	2488069.5	Moon osc perihelion	5.4041e-06	4.8090e-07	1.6254e-12	
geo apparent, true of date, ecliptic	2488069.5	Moon mean aphelion	4.3446e-07	2.8058e-06	2.9606e-16	
geo apparent, true of date, ecliptic	2488069.5	Moon osc aphelion	5.3888e-06	4.7078e-07	3.0030e-11	
geo apparent, true of date, ecliptic	2488069.5	Mercury mean asc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, true of date, ecliptic	2488069.5	Mercury osc asc node	6.1410e-09	1.5120e-05	1.3825e-06	
geo apparent, true of date, ecliptic	2488069.5	Mercury mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, true of date, ecliptic	2488069.5	Mercury osc desc node	4.4468e-09	9.4679e-06	1.6996e-06	
geo apparent, true of date, ecliptic	2488069.5	Mercury mean perihelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, true of date, ecliptic	2488069.5	Mercury osc perihelion	1.8062e-09	1.7575e-05	1.2238e-06	
geo apparent, true of date, ecliptic	2488069.5	Mercury mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, true of date, ecliptic	2488069.5	Mercury osc aphelion	2.1052e-09	8.7178e-06	1.7524e-06	
geo apparent, true of date, ecliptic	2488069.5	Venus mean asc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, true of date, ecliptic	2488069.5	Venus osc asc node	4.6923e-09	2.9165e-05	5.6173e-07	
geo apparent, true of date, ecliptic	2488069.5	Venus mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, true of date, ecliptic	2488069.5	Venus osc desc node	6.0073e-09	7.4252e-06	1.7376e-06	
geo apparent, true of date, ecliptic	2488069.5	Venus mean perihelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, true of date, ecliptic	2488069.5	Venus osc perihelion	4.7908e-09	2.3034e-05	6.5323e-07	
geo apparent, true of date, ecliptic	2488069.5	Venus mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, true of date, ecliptic	2488069.5	Venus osc aphelion	3.2392e-09	7.5685e-06	1.7128e-06	
geo apparent, true of date, ecliptic	2488069.5	Mars mean asc node	1.0611e-11	0.0000e+00	0.0000e+00	
geo apparent, true of date, ecliptic	2488069.5	Mars osc asc node	3.1310e-09	1.1008e-05	6.1261e-08	
geo apparent, true of date, ecliptic	2488069.5	Mars mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, true of date, ecliptic	2488069.5	Mars osc desc node	2.1122e-08	5.3870e-06	1.5114e-06	
geo apparent, true of date, ecliptic	2488069.5	Mars mean perihelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, true of date, ecliptic	2488069.5	Mars osc perihelion	3.3334e-09	5.9807e-06	1.4588e-06	
geo apparent, true of date, ecliptic	2488069.5	Mars mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, true of date, ecliptic	2488069.5	Mars osc aphelion	1.7588e-08	8.8317e-06	1.0938e-07	
geo apparent, true of date, ecliptic	2488069.5	Jupiter mean asc node	8.4886e-12	0.0000e+00	0.0000e+00	
geo apparent, true of date, ecliptic	2488069.5	Jupiter osc asc node	2.6006e-08	2.9709e-06	1.7611e-06	
geo apparent, true of date, ecliptic	2488069.5	Jupiter mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, true of date, ecliptic	2488069.5	Jupiter osc desc node	2.6867e-08	2.0074e-06	1.7614e-06	
geo apparent, true of date, ecliptic	2488069.5	Jupiter mean perihelion	1.7963e-11	0.0000e+00	0.0000e+00	
geo apparent, true of date, ecliptic	2488069.5	Jupiter osc perihelion	3.2113e-08	2.5177e-06	1.6918e-07	
geo apparent, true of date, ecliptic	2488069.5	Jupiter mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, true of date, ecliptic	2488069.5	Jupiter osc aphelion	1.2815e-08	2.1998e-06	4.8194e-07	
geo apparent, true of date, ecliptic	2488069.5	Saturn mean asc node	1.2127e-12	0.0000e+00	0.0000e+00	
geo apparent, true of date, ecliptic	2488069.5	Saturn osc asc node	4.9126e-08	1.5205e-06	1.6946e-06	
geo apparent, true of date, ecliptic	2488069.5	Saturn mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, true of date, ecliptic	2488069.5	Saturn osc desc node	4.7926e-08	1.1327e-06	1.7166e-06	
geo apparent, true of date, ecliptic	2488069.5	Saturn mean perihelion	9.7013e-12	0.0000e+00	0.0000e+00	
geo apparent, true of date, ecliptic	2488069.5	Saturn osc perihelion	4.7487e-08	1.5378e-06	1.7575e-06	
geo apparent, true of date, ecliptic	2488069.5	Saturn mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, true of date, ecliptic	2488069.5	Saturn osc aphelion	4.7219e-08	1.1270e-06	1.7590e-06	
geo apparent, true of date, ecliptic	2488069.5	Moon natural apogee	3.2180e-07	2.7281e-06	2.9668e-15	
geo apparent, true of date, ecliptic	2488069.5	Moon natural perigee	8.8879e-05	1.0249e-05	3.6664e-11	
geo apparent, true of date, ecliptic	2488069.5	Sirius	2.8176e-06	1.2400e-05	7.1802e-11	
geo apparent, true of date, ecliptic	2488069.5	Vega	6.8433e-06	1.2347e-05	3.7092e-10	
geo apparent, true of date, ecliptic	2488069.5	Polaris	6.7266e-08	1.2864e-05	1.5335e-11	
geo apparent, true of date, ecliptic	2488069.5	Rigil Kentaurus	5.8045e-06	1.1206e-05	4.9398e-11	
geo apparent, true of date, equatorial	2378496.5	Sun				unanswered errCode 3
geo apparent, true of date, equatorial	2378496.5	Moon				unanswered errCode 3
geo apparent, true of date, equatorial	2378496.5	Mercury				unanswered errCode 3
geo apparent, true of date, equatorial	2378496.5	Venus				unanswered errCode 3
geo apparent, true of date, equatorial	2378496.5	Earth	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, true of date, equatorial	2378496.5	Mars				unanswered errCode 3
geo apparent, true of date, equatorial	2378496.5	Jupiter				unanswered errCode 3
geo apparent, true of date, equatorial	2378496.5	Saturn				unanswered errCode 3
geo apparent, true of date, equatorial	2378496.5	Uranus				unanswered errCode 3
geo apparent, true of date, equatorial	2378496.5	Neptune				unanswered errCode 3
geo apparent, true of date, equatorial	2378496.5	Pluto				unanswered errCode 3
geo apparent, true of date, equatorial	2378496.5	Moon mean asc node				unanswered errCode 4
geo apparent, true of date, equatorial	2378496.5	Moon osc asc node	1.9355e-06	4.9919e-06	6.0418e-12	
geo apparent, true of date, equatorial	2378496.5	Moon mean desc node				unanswered errCode 4
geo apparent, true of date, equatorial	2378496.5	Moon osc desc node				unanswered errCode 3
geo apparent, true of date, equatorial	2378496.5	Moon mean perihelion				unanswered errCode 4
geo apparent, true of date, equatorial	2378496.5	Moon osc perihelion				unanswered errCode 4
geo apparent, true of date, equatorial	2378496.5	Moon mean aphelion	7.4687e-08	3.0172e-07	8.2402e-16	
geo apparent, true of date, equatorial	2378496.5	Moon osc aphelion	5.7486e-06	5.3016e-06	8.6561e-12	
geo apparent, true of date, equatorial	2378496.5	Mercury mean asc node				unanswered errCode 4
geo apparent, true of date, equatorial	2378496.5	Mercury osc asc node				unanswered errCode 4
geo apparent, true of date, equatorial	2378496.5	Mercury mean desc node				unanswered errCode 4
geo apparent, true of date, equatorial	2378496.5	Mercury osc desc node				unanswered errCode 4
geo apparent, true of date, equatorial	2378496.5	Mercury mean perihelion				unanswered errCode 4
geo apparent, true of date, equatorial	2378496.5	Mercury osc perihelion				unanswered errCode 4
geo apparent, true of date, equatorial	2378496.5	Mercury mean aphelion				unanswered errCode 4
geo apparent, true of date, equatorial	2378496.5	Mercury osc aphelion				unanswered errCode 4
geo apparent, true of date, equatorial	2378496.5	Venus mean asc node				unanswered errCode 4
geo apparent, true of date, equatorial	2378496.5	Venus osc asc node				unanswered errCode 4
geo apparent, true of date, equatorial	2378496.5	Venus mean desc node				unanswered errCode 4
geo apparent, true of date, equatorial	2378496.5	Venus osc desc node				unanswered errCode 4
geo apparent, true of date, equatorial	2378496.5	Venus mean perihelion				unanswered errCode 4
geo apparent, true of date, equatorial	2378496.5	Venus osc perihelion				unanswered errCode 4
geo apparent, true of date, equatorial	2378496.5	Venus mean aphelion				unanswered errCode 4
geo apparent, true of date, equatorial	2378496.5	Venus osc aphelion				unanswered errCode 4
geo apparent, true of date, equatorial	2378496.5	Mars mean asc node				unanswered errCode 4
geo apparent, true of date, equatorial	2378496.5	Mars osc asc node				unanswered errCode 4
geo apparent, true of date, equatorial	2378496.5	Mars mean desc node				unanswered errCode 4
geo apparent, true of date, equatorial	2378496.5	Mars osc desc node				unanswered errCode 4
geo apparent, true of date, equatorial	2378496.5	Mars mean perihelion				unanswered errCode 4
geo apparent, true of date, equatorial	2378496.5	Mars osc perihelion				unanswered errCode 4
geo apparent, true of date, equatorial	2378496.5	Mars mean aphelion				unanswered errCode 4
geo apparent, true of date, equatorial	2378496.5	Mars osc aphelion				unanswered errCode 4
geo apparent, true of date, equatorial	2378496.5	Jupiter mean asc node				unanswered errCode 4
geo apparent, true of date, equatorial	2378496.5	Jupiter osc asc node				unanswered errCode 4
geo apparent, true of date, equatorial	2378496.5	Jupiter mean desc node				unanswered errCode 4
geo apparent, true of date, equatorial	2378496.5	Jupiter osc desc node				unanswered errCode 4
geo apparent, true of date, equatorial	2378496.5	Jupiter mean perihelion				unanswered errCode 4
geo apparent, true of date, equatorial	2378496.5	Jupiter osc perihelion				unanswered errCode 4
geo apparent, true of date, equatorial	2378496.5	Jupiter mean aphelion				unanswered errCode 4
geo apparent, true of date, equatorial	2378496.5	Jupiter osc aphelion				unanswered errCode 4
geo apparent, true of date, equatorial	2378496.5	Saturn mean asc node				unanswered errCode 4
geo apparent, true of date, equatorial	2378496.5	Saturn osc asc node				unanswered errCode 4
geo apparent, true of date, equatorial	2378496.5	Saturn mean desc node				unanswered errCode 4
geo apparent, true of date, equatorial	2378496.5	Saturn osc desc node				unanswered errCode 4
geo apparent, true of date, equatorial	2378496.5	Saturn mean perihelion				unanswered errCode 4
geo apparent, true of date, equatorial	2378496.5	Saturn osc perihelion				unanswered errCode 4
geo apparent, true of date, equatorial	2378496.5	Saturn mean aphelion				unanswered errCode 4
geo apparent, true of date, equatorial	2378496.5	Saturn osc aphelion				unanswered errCode 4
geo apparent, true of date, equatorial	2378496.5	Moon natural apogee	9.4868e-07	1.4367e-07	9.6665e-13	
geo apparent, true of date, equatorial	2378496.5	Moon natural perigee	2.8588e-05	6.4748e-06	7.4008e-12	
geo apparent, true of date, equatorial	2378496.5	Sirius				unanswered errCode 4
geo apparent, true of date, equatorial	2378496.5	Vega				unanswered errCode 4
geo apparent, true of date, equatorial	2378496.5	Polaris				unanswered errCode 4
geo apparent, true of date, equatorial	2378496.5	Rigil Kentaurus				unanswered errCode 4
geo apparent, true of date, equatorial	2415020.5	Sun	8.4453e-08	1.2134e-08	3.1414e-13	
geo apparent, true of date, equatorial	2415020.5	Moon	1.1703e-04	1.8902e-06	3.6890e-09	
geo apparent, true of date, equatorial	2415020.5	Mercury	7.4626e-07	2.8565e-07	1.6932e-06	
geo apparent, true of date, equatorial	2415020.5	Venus	1.2468e-06	2.3714e-07	1.5778e-06	
geo apparent, true of date, equatorial	2415020.5	Earth	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, true of date, equatorial	2415020.5	Mars	5.0043e-07	2.5021e-08	1.7730e-06	
geo apparent, true of date, equatorial	2415020.5	Jupiter	1.9195e-08	1.4528e-08	1.3826e-06	
geo apparent, true of date, equatorial	2415020.5	Saturn	5.6178e-08	2.4837e-09	1.7365e-06	
geo apparent, true of date, equatorial	2415020.5	Uranus	9.8724e-08	2.3845e-08	1.5412e-06	
geo apparent, true of date, equatorial	2415020.5	Neptune	1.7625e-07	5.4310e-10	1.7186e-06	
geo apparent, true of date, equatorial	2415020.5	Pluto	2.5407e-07	7.9175e-09	1.5917e-06	
geo apparent, true of date, equatorial	2415020.5	Moon mean asc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, true of date, equatorial	2415020.5	Moon osc asc node	2.6571e-07	2.9336e-06	2.3582e-12	
geo apparent, true of date, equatorial	2415020.5	Moon mean desc node	9.7013e-12	0.0000e+00	0.0000e+00	
geo apparent, true of date, equatorial	2415020.5	Moon osc desc node	2.6571e-07	2.9336e-06	1.2343e-11	
geo apparent, true of date, equatorial	2415020.5	Moon mean perihelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, true of date, equatorial	2415020.5	Moon osc perihelion	3.2865e-06	3.3640e-06	8.1706e-12	
geo apparent, true of date, equatorial	2415020.5	Moon mean aphelion	1.0078e-08	1.3625e-07	3.1230e-15	
geo apparent, true of date, equatorial	2415020.5	Moon osc aphelion	3.8458e-06	3.5564e-06	6.4573e-13	
geo apparent, true of date, equatorial	2415020.5	Mercury mean asc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, true of date, equatorial	2415020.5	Mercury osc asc node	1.8281e-07	8.2599e-07	1.4118e-06	
geo apparent, true of date, equatorial	2415020.5	Mercury mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, true of date, equatorial	2415020.5	Mercury osc desc node	2.4305e-08	7.5670e-07	1.7095e-06	
geo apparent, true of date, equatorial	2415020.5	Mercury mean perihelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, true of date, equatorial	2415020.5	Mercury osc perihelion	2.3541e-07	1.2220e-06	1.2502e-06	
geo apparent, true of date, equatorial	2415020.5	Mercury mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, true of date, equatorial	2415020.5	Mercury osc aphelion	2.8017e-08	9.5336e-07	1.7621e-06	
geo apparent, true of date, equatorial	2415020.5	Venus mean asc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, true of date, equatorial	2415020.5	Venus osc asc node	1.5855e-06	4.4737e-06	5.8123e-07	
geo apparent, true of date, equatorial	2415020.5	Venus mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, true of date, equatorial	2415020.5	Venus osc desc node	2.2114e-08	1.2638e-06	1.7496e-06	
geo apparent, true of date, equatorial	2415020.5	Venus mean perihelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, true of date, equatorial	2415020.5	Venus osc perihelion	6.0499e-07	3.1744e-06	6.2850e-07	
geo apparent, true of date, equatorial	2415020.5	Venus mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, true of date, equatorial	2415020.5	Venus osc aphelion	5.2430e-07	9.5262e-07	1.7372e-06	
geo apparent, true of date, equatorial	2415020.5	Mars mean asc node	5.9875e-12	0.0000e+00	0.0000e+00	
geo apparent, true of date, equatorial	2415020.5	Mars osc asc node	1.1360e-06	2.6368e-06	9.6211e-08	
geo apparent, true of date, equatorial	2415020.5	Mars mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, true of date, equatorial	2415020.5	Mars osc desc node	2.2411e-07	1.4995e-06	1.5117e-06	
geo apparent, true of date, equatorial	2415020.5	Mars mean perihelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, true of date, equatorial	2415020.5	Mars osc perihelion	2.8254e-07	8.0335e-07	1.5081e-06	
geo apparent, true of date, equatorial	2415020.5	Mars mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, true of date, equatorial	2415020.5	Mars osc aphelion	7.3988e-07	1.4393e-06	8.9215e-09	
geo apparent, true of date, equatorial	2415020.5	Jupiter mean asc node	1.2126e-12	0.0000e+00	0.0000e+00	
geo apparent, true of date, equatorial	2415020.5	Jupiter osc asc node	2.4637e-07	3.6344e-06	1.7778e-06	
geo apparent, true of date, equatorial	2415020.5	Jupiter mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, true of date, equatorial	2415020.5	Jupiter osc desc node	2.2766e-07	2.4789e-06	1.7781e-06	
geo apparent, true of date, equatorial	2415020.5	Jupiter mean perihelion	7.3896e-12	0.0000e+00	0.0000e+00	
geo apparent, true of date, equatorial	2415020.5	Jupiter osc perihelion	1.8583e-07	6.0131e-07	2.8007e-07	
geo apparent, true of date, equatorial	2415020.5	Jupiter mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, true of date, equatorial	2415020.5	Jupiter osc aphelion	1.4781e-07	5.9750e-07	3.8209e-07	
geo apparent, true of date, equatorial	2415020.5	Saturn mean asc node	1.9403e-11	0.0000e+00	0.0000e+00	
geo apparent, true of date, equatorial	2415020.5	Saturn osc asc node	5.4110e-07	3.0451e-06	1.7232e-06	
geo apparent, true of date, equatorial	2415020.5	Saturn mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, true of date, equatorial	2415020.5	Saturn osc desc node	4.8521e-07	2.4686e-06	1.7418e-06	
geo apparent, true of date, equatorial	2415020.5	Saturn mean perihelion	1.2127e-12	0.0000e+00	0.0000e+00	
geo apparent, true of date, equatorial	2415020.5	Saturn osc perihelion	7.3734e-08	3.3508e-06	1.7596e-06	
geo apparent, true of date, equatorial	2415020.5	Saturn mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, true of date, equatorial	2415020.5	Saturn osc aphelion	2.0023e-07	2.7216e-06	1.7660e-06	
geo apparent, true of date, equatorial	2415020.5	Moon natural apogee	2.5840e-07	2.4026e-07	1.4674e-13	
geo apparent, true of date, equatorial	2415020.5	Moon natural perigee	7.4822e-06	2.7910e-06	3.6483e-12	
geo apparent, true of date, equatorial	2415020.5	Sirius	2.3304e-08	1.0724e-08	2.3480e-10	
geo apparent, true of date, equatorial	2415020.5	Vega	4.6734e-08	8.1298e-09	1.5681e-10	
geo apparent, true of date, equatorial	2415020.5	Polaris	5.9006e-07	3.2106e-08	3.7222e-12	
geo apparent, true of date, equatorial	2415020.5	Rigil Kentaurus	5.9283e-08	3.8306e-08	1.2608e-11	
geo apparent, true of date, equatorial	2451545.0	Sun	4.4602e-07	1.9202e-08	2.4890e-12	
geo apparent, true of date, equatorial	2451545.0	Moon	7.7191e-06	1.1317e-06	2.0156e-09	
geo apparent, true of date, equatorial	2451545.0	Mercury	2.9391e-06	2.5582e-07	1.7699e-06	
geo apparent, true of date, equatorial	2451545.0	Venus	7.5348e-07	2.0108e-07	1.4066e-06	
geo apparent, true of date, equatorial	2451545.0	Earth	0.0000e+00	0.0000e+00	0.0000e+00	
geo apparent, true of date, equatorial	2451545.0	Mars	3.4016e-07	1.0209e-07	1.1861e-06	
geo apparent, true of date, equatorial	2451545.0	Jupiter	2.3312e-08	2.3633e-08	4.6221e-07	
geo apparent, true of date, equatorial	2451545.0	Saturn	5.5312e-08	5.9563e-09	8.9300e-07	
geo apparent, true of date, equatorial	2451545.0	Uranus	8.5224e-08	4.0931e-08	1.4562e-06	
geo apparent, true of date, equatorial	2451545.0	Neptune	1.4287e-07	4.7468e-08	1.6296e-06	
geo apparent, true of date, equatorial	2451545.0	Pluto	1.4124e-07	6.1155e-09	1.5283e-06	
geo apparent, true of date, equatorial	2451545.0	Moon mean asc node	0.0000e+00	0.0000e+00	0.0000e+00	
