# ratesweep 127.0.0.1:47392 bound 0.005 0.0001 (advertised)
config	epoch_tt	object	lon_err	lat_err	dist_err	flag
helio astrometric, true of date, ecliptic	2378496.5	Pluto				unanswered errCode 3
helio astrometric, true of date, ecliptic	2378496.5	Moon mean asc node				unanswered errCode 4
helio astrometric, true of date, ecliptic	2378496.5	Moon osc asc node				unanswered errCode 2
helio astrometric, true of date, ecliptic	2378496.5	Moon mean desc node				unanswered errCode 4
helio astrometric, true of date, ecliptic	2378496.5	Moon osc desc node				unanswered errCode 2
helio astrometric, true of date, ecliptic	2378496.5	Moon mean perihelion				unanswered errCode 4
helio astrometric, true of date, ecliptic	2378496.5	Moon osc perihelion				unanswered errCode 4
helio astrometric, true of date, ecliptic	2378496.5	Moon mean aphelion				unanswered errCode 2
helio astrometric, true of date, ecliptic	2378496.5	Moon osc aphelion				unanswered errCode 2
helio astrometric, true of date, ecliptic	2378496.5	Mercury mean asc node				unanswered errCode 4
helio astrometric, true of date, ecliptic	2378496.5	Mercury osc asc node				unanswered errCode 4
helio astrometric, true of date, ecliptic	2378496.5	Mercury mean desc node				unanswered errCode 4
helio astrometric, true of date, ecliptic	2378496.5	Mercury osc desc node				unanswered errCode 4
helio astrometric, true of date, ecliptic	2378496.5	Mercury mean perihelion				unanswered errCode 4
helio astrometric, true of date, ecliptic	2378496.5	Mercury osc perihelion				unanswered errCode 4
helio astrometric, true of date, ecliptic	2378496.5	Mercury mean aphelion				unanswered errCode 4
helio astrometric, true of date, ecliptic	2378496.5	Mercury osc aphelion				unanswered errCode 4
helio astrometric, true of date, ecliptic	2378496.5	Venus mean asc node				unanswered errCode 4
helio astrometric, true of date, ecliptic	2378496.5	Venus osc asc node				unanswered errCode 4
helio astrometric, true of date, ecliptic	2378496.5	Venus mean desc node				unanswered errCode 4
helio astrometric, true of date, ecliptic	2378496.5	Venus osc desc node				unanswered errCode 4
helio astrometric, true of date, ecliptic	2378496.5	Venus mean perihelion				unanswered errCode 4
helio astrometric, true of date, ecliptic	2378496.5	Venus osc perihelion				unanswered errCode 4
helio astrometric, true of date, ecliptic	2378496.5	Venus mean aphelion				unanswered errCode 4
helio astrometric, true of date, ecliptic	2378496.5	Venus osc aphelion				unanswered errCode 4
helio astrometric, true of date, ecliptic	2378496.5	Mars mean asc node				unanswered errCode 4
helio astrometric, true of date, ecliptic	2378496.5	Mars osc asc node				unanswered errCode 4
helio astrometric, true of date, ecliptic	2378496.5	Mars mean desc node				unanswered errCode 4
helio astrometric, true of date, ecliptic	2378496.5	Mars osc desc node				unanswered errCode 4
helio astrometric, true of date, ecliptic	2378496.5	Mars mean perihelion				unanswered errCode 4
helio astrometric, true of date, ecliptic	2378496.5	Mars osc perihelion				unanswered errCode 4
helio astrometric, true of date, ecliptic	2378496.5	Mars mean aphelion				unanswered errCode 4
helio astrometric, true of date, ecliptic	2378496.5	Mars osc aphelion				unanswered errCode 4
helio astrometric, true of date, ecliptic	2378496.5	Jupiter mean asc node				unanswered errCode 4
helio astrometric, true of date, ecliptic	2378496.5	Jupiter osc asc node				unanswered errCode 4
helio astrometric, true of date, ecliptic	2378496.5	Jupiter mean desc node				unanswered errCode 4
helio astrometric, true of date, ecliptic	2378496.5	Jupiter osc desc node				unanswered errCode 4
helio astrometric, true of date, ecliptic	2378496.5	Jupiter mean perihelion				unanswered errCode 4
helio astrometric, true of date, ecliptic	2378496.5	Jupiter osc perihelion				unanswered errCode 4
helio astrometric, true of date, ecliptic	2378496.5	Jupiter mean aphelion				unanswered errCode 4
helio astrometric, true of date, ecliptic	2378496.5	Jupiter osc aphelion				unanswered errCode 4
helio astrometric, true of date, ecliptic	2378496.5	Saturn mean asc node				unanswered errCode 4
helio astrometric, true of date, ecliptic	2378496.5	Saturn osc asc node				unanswered errCode 4
helio astrometric, true of date, ecliptic	2378496.5	Saturn mean desc node				unanswered errCode 4
helio astrometric, true of date, ecliptic	2378496.5	Saturn osc desc node				unanswered errCode 4
helio astrometric, true of date, ecliptic	2378496.5	Saturn mean perihelion				unanswered errCode 4
helio astrometric, true of date, ecliptic	2378496.5	Saturn osc perihelion				unanswered errCode 4
helio astrometric, true of date, ecliptic	2378496.5	Saturn mean aphelion				unanswered errCode 4
helio astrometric, true of date, ecliptic	2378496.5	Saturn osc aphelion				unanswered errCode 4
helio astrometric, true of date, ecliptic	2378496.5	Moon natural apogee				unanswered errCode 2
helio astrometric, true of date, ecliptic	2378496.5	Moon natural perigee				unanswered errCode 2
helio astrometric, true of date, ecliptic	2378496.5	Sirius				unanswered errCode 4
helio astrometric, true of date, ecliptic	2378496.5	Vega				unanswered errCode 4
helio astrometric, true of date, ecliptic	2378496.5	Polaris				unanswered errCode 4
helio astrometric, true of date, ecliptic	2378496.5	Rigil Kentaurus				unanswered errCode 4
helio astrometric, true of date, ecliptic	2415020.5	Sun	0.0000e+00	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2415020.5	Moon	1.9602e-07	2.9455e-06	1.0250e-11	
helio astrometric, true of date, ecliptic	2415020.5	Mercury	8.6886e-05	1.0624e-05	1.2203e-07	
helio astrometric, true of date, ecliptic	2415020.5	Venus	1.3669e-06	9.0588e-07	6.3936e-11	
helio astrometric, true of date, ecliptic	2415020.5	Earth	2.8362e-07	2.9462e-06	9.0449e-13	
helio astrometric, true of date, ecliptic	2415020.5	Mars	3.0982e-06	2.8209e-06	3.5593e-09	
helio astrometric, true of date, ecliptic	2415020.5	Jupiter	8.2211e-08	2.4088e-06	6.6023e-11	
helio astrometric, true of date, ecliptic	2415020.5	Saturn	1.8757e-09	2.9784e-06	7.5430e-13	
helio astrometric, true of date, ecliptic	2415020.5	Uranus	1.2771e-08	2.7681e-06	9.6746e-12	
helio astrometric, true of date, ecliptic	2415020.5	Neptune	5.5417e-09	2.9752e-06	4.7222e-13	
helio astrometric, true of date, ecliptic	2415020.5	Pluto	1.2456e-07	2.8839e-06	1.5693e-11	
helio astrometric, true of date, ecliptic	2415020.5	Moon mean asc node	1.0914e-11	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2415020.5	Moon osc asc node				unanswered errCode 2
helio astrometric, true of date, ecliptic	2415020.5	Moon mean desc node	1.0914e-11	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2415020.5	Moon osc desc node				unanswered errCode 2
helio astrometric, true of date, ecliptic	2415020.5	Moon mean perihelion	1.2128e-12	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2415020.5	Moon osc perihelion	7.3747e-09	2.9525e-06	1.1454e-10	
helio astrometric, true of date, ecliptic	2415020.5	Moon mean aphelion				unanswered errCode 2
helio astrometric, true of date, ecliptic	2415020.5	Moon osc aphelion				unanswered errCode 2
helio astrometric, true of date, ecliptic	2415020.5	Mercury mean asc node	1.0308e-11	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2415020.5	Mercury osc asc node	2.0205e-10	5.1654e-09	2.7512e-13	
helio astrometric, true of date, ecliptic	2415020.5	Mercury mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2415020.5	Mercury osc desc node	1.3944e-10	5.1745e-09	1.3151e-12	
helio astrometric, true of date, ecliptic	2415020.5	Mercury mean perihelion	1.0914e-11	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2415020.5	Mercury osc perihelion	1.9149e-10	1.0691e-09	1.0246e-12	
helio astrometric, true of date, ecliptic	2415020.5	Mercury mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2415020.5	Mercury osc aphelion	2.4199e-10	1.0512e-09	7.8235e-13	
helio astrometric, true of date, ecliptic	2415020.5	Venus mean asc node	0.0000e+00	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2415020.5	Venus osc asc node	2.8893e-10	1.1616e-09	6.0966e-11	
helio astrometric, true of date, ecliptic	2415020.5	Venus mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2415020.5	Venus osc desc node	2.0783e-10	1.3166e-09	5.8454e-11	
helio astrometric, true of date, ecliptic	2415020.5	Venus mean perihelion	0.0000e+00	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2415020.5	Venus osc perihelion	7.2179e-07	3.1370e-08	1.8329e-11	
helio astrometric, true of date, ecliptic	2415020.5	Venus mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2415020.5	Venus osc aphelion	7.2178e-07	3.1396e-08	1.9185e-11	
helio astrometric, true of date, ecliptic	2415020.5	Mars mean asc node	1.5158e-11	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2415020.5	Mars osc asc node	4.0829e-10	5.0066e-09	1.0478e-12	
helio astrometric, true of date, ecliptic	2415020.5	Mars mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2415020.5	Mars osc desc node	3.5156e-10	5.0258e-09	2.3760e-12	
helio astrometric, true of date, ecliptic	2415020.5	Mars mean perihelion	0.0000e+00	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2415020.5	Mars osc perihelion	3.0050e-12	8.2310e-09	2.0434e-12	
helio astrometric, true of date, ecliptic	2415020.5	Mars mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2415020.5	Mars osc aphelion	2.8021e-11	8.2171e-09	1.1482e-12	
helio astrometric, true of date, ecliptic	2415020.5	Jupiter mean asc node	1.2127e-12	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2415020.5	Jupiter osc asc node	1.4398e-10	2.3586e-09	7.0805e-14	
helio astrometric, true of date, ecliptic	2415020.5	Jupiter mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2415020.5	Jupiter osc desc node	1.1333e-10	2.4548e-09	3.6279e-12	
helio astrometric, true of date, ecliptic	2415020.5	Jupiter mean perihelion	5.1538e-12	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2415020.5	Jupiter osc perihelion	2.1374e-09	8.2380e-09	3.7571e-12	
helio astrometric, true of date, ecliptic	2415020.5	Jupiter mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2415020.5	Jupiter osc aphelion	2.1860e-09	8.2302e-09	9.9475e-13	
helio astrometric, true of date, ecliptic	2415020.5	Saturn mean asc node	9.7013e-12	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2415020.5	Saturn osc asc node	3.4369e-10	4.1987e-09	7.4398e-12	
helio astrometric, true of date, ecliptic	2415020.5	Saturn mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2415020.5	Saturn osc desc node	3.5678e-10	4.2927e-09	2.2064e-11	
helio astrometric, true of date, ecliptic	2415020.5	Saturn mean perihelion	8.4886e-12	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2415020.5	Saturn osc perihelion	6.3662e-08	4.0657e-09	7.4913e-12	
helio astrometric, true of date, ecliptic	2415020.5	Saturn mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2415020.5	Saturn osc aphelion	6.3690e-08	4.0457e-09	2.6975e-12	
helio astrometric, true of date, ecliptic	2415020.5	Moon natural apogee				unanswered errCode 2
helio astrometric, true of date, ecliptic	2415020.5	Moon natural perigee				unanswered errCode 2
helio astrometric, true of date, ecliptic	2415020.5	Sirius	5.1233e-07	2.9217e-06	2.7626e-13	
helio astrometric, true of date, ecliptic	2415020.5	Vega	1.2683e-06	2.9077e-06	2.8161e-13	
helio astrometric, true of date, ecliptic	2415020.5	Polaris	4.1699e-07	2.9809e-06	1.1611e-12	
helio astrometric, true of date, ecliptic	2415020.5	Rigil Kentaurus	1.4797e-06	2.5201e-06	8.8342e-13	
helio astrometric, true of date, ecliptic	2451545.0	Sun	0.0000e+00	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2451545.0	Moon	2.6734e-06	5.9543e-06	1.2192e-09	
helio astrometric, true of date, ecliptic	2451545.0	Mercury	6.3291e-07	5.7697e-06	7.1197e-11	
helio astrometric, true of date, ecliptic	2451545.0	Venus	1.1982e-06	2.8111e-07	9.8034e-11	
helio astrometric, true of date, ecliptic	2451545.0	Earth	4.1612e-10	5.9579e-06	1.8406e-12	
helio astrometric, true of date, ecliptic	2451545.0	Mars	1.6392e-06	6.4530e-08	1.0752e-09	
helio astrometric, true of date, ecliptic	2451545.0	Jupiter	3.8770e-08	3.6133e-06	1.6701e-11	
helio astrometric, true of date, ecliptic	2451545.0	Saturn	2.1135e-07	4.3632e-06	2.6712e-11	
helio astrometric, true of date, ecliptic	2451545.0	Uranus	4.8486e-08	4.1567e-06	9.8920e-13	
helio astrometric, true of date, ecliptic	2451545.0	Neptune	1.2319e-08	5.0129e-06	4.5470e-13	
helio astrometric, true of date, ecliptic	2451545.0	Pluto	3.8242e-07	5.7246e-06	1.4904e-11	
helio astrometric, true of date, ecliptic	2451545.0	Moon mean asc node	1.0914e-11	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2451545.0	Moon osc asc node				unanswered errCode 2
helio astrometric, true of date, ecliptic	2451545.0	Moon mean desc node	9.7011e-12	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2451545.0	Moon osc desc node				unanswered errCode 2
helio astrometric, true of date, ecliptic	2451545.0	Moon mean perihelion	9.7014e-12	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2451545.0	Moon osc perihelion	5.7258e-09	5.9452e-06	6.6046e-11	
helio astrometric, true of date, ecliptic	2451545.0	Moon mean aphelion				unanswered errCode 2
helio astrometric, true of date, ecliptic	2451545.0	Moon osc aphelion				unanswered errCode 2
helio astrometric, true of date, ecliptic	2451545.0	Mercury mean asc node	4.2443e-12	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2451545.0	Mercury osc asc node	1.5955e-10	4.9498e-11	4.2938e-12	
helio astrometric, true of date, ecliptic	2451545.0	Mercury mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2451545.0	Mercury osc desc node	2.0112e-10	6.2319e-12	1.0369e-11	
helio astrometric, true of date, ecliptic	2451545.0	Mercury mean perihelion	1.0914e-11	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2451545.0	Mercury osc perihelion	1.0643e-08	1.2604e-09	8.0006e-13	
helio astrometric, true of date, ecliptic	2451545.0	Mercury mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2451545.0	Mercury osc aphelion	1.0686e-08	1.1408e-09	2.4436e-14	
helio astrometric, true of date, ecliptic	2451545.0	Venus mean asc node	1.2127e-12	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2451545.0	Venus osc asc node	2.6788e-10	3.7166e-11	4.7931e-13	
helio astrometric, true of date, ecliptic	2451545.0	Venus mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2451545.0	Venus osc desc node	2.2087e-10	4.5132e-12	2.9479e-12	
helio astrometric, true of date, ecliptic	2451545.0	Venus mean perihelion	0.0000e+00	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2451545.0	Venus osc perihelion	5.3140e-08	1.7685e-09	9.4564e-12	
helio astrometric, true of date, ecliptic	2451545.0	Venus mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2451545.0	Venus osc aphelion	5.3197e-08	1.8100e-09	9.6799e-12	
helio astrometric, true of date, ecliptic	2451545.0	Mars mean asc node	4.8506e-12	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2451545.0	Mars osc asc node	3.7850e-10	8.0916e-12	2.0042e-12	
helio astrometric, true of date, ecliptic	2451545.0	Mars mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2451545.0	Mars osc desc node	3.6662e-10	3.9927e-11	3.0514e-12	
helio astrometric, true of date, ecliptic	2451545.0	Mars mean perihelion	0.0000e+00	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2451545.0	Mars osc perihelion	2.4258e-10	9.9804e-12	5.5799e-13	
helio astrometric, true of date, ecliptic	2451545.0	Mars mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2451545.0	Mars osc aphelion	1.7734e-10	3.1761e-11	2.7225e-12	
helio astrometric, true of date, ecliptic	2451545.0	Jupiter mean asc node	1.2127e-12	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2451545.0	Jupiter osc asc node	2.7951e-10	2.2633e-11	5.1821e-12	
helio astrometric, true of date, ecliptic	2451545.0	Jupiter mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2451545.0	Jupiter osc desc node	3.4731e-10	1.0560e-10	5.6429e-12	
helio astrometric, true of date, ecliptic	2451545.0	Jupiter mean perihelion	1.0914e-11	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2451545.0	Jupiter osc perihelion	1.2476e-09	3.7231e-12	1.6536e-12	
helio astrometric, true of date, ecliptic	2451545.0	Jupiter mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2451545.0	Jupiter osc aphelion	1.2451e-09	9.4719e-12	3.4619e-12	
helio astrometric, true of date, ecliptic	2451545.0	Saturn mean asc node	0.0000e+00	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2451545.0	Saturn osc asc node	2.3633e-10	2.0035e-11	2.4868e-12	
helio astrometric, true of date, ecliptic	2451545.0	Saturn mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2451545.0	Saturn osc desc node	2.8595e-10	3.3199e-12	1.0785e-11	
helio astrometric, true of date, ecliptic	2451545.0	Saturn mean perihelion	9.7013e-12	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2451545.0	Saturn osc perihelion	3.3086e-09	1.3823e-10	1.1778e-12	
helio astrometric, true of date, ecliptic	2451545.0	Saturn mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2451545.0	Saturn osc aphelion	3.2655e-09	1.9649e-10	1.5527e-11	
helio astrometric, true of date, ecliptic	2451545.0	Moon natural apogee				unanswered errCode 2
helio astrometric, true of date, ecliptic	2451545.0	Moon natural perigee				unanswered errCode 2
helio astrometric, true of date, ecliptic	2451545.0	Sirius	1.2456e-06	5.8727e-06	1.0374e-14	
helio astrometric, true of date, ecliptic	2451545.0	Vega	3.0344e-06	5.8390e-06	2.7294e-13	
helio astrometric, true of date, ecliptic	2451545.0	Polaris	2.7038e-07	6.0615e-06	1.5917e-12	
helio astrometric, true of date, ecliptic	2451545.0	Rigil Kentaurus	2.8051e-06	5.2387e-06	5.5277e-13	
helio astrometric, true of date, ecliptic	2461300.5	Sun	0.0000e+00	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2461300.5	Moon	1.1467e-06	1.0019e-06	2.4624e-10	
helio astrometric, true of date, ecliptic	2461300.5	Mercury	5.0206e-05	1.2554e-06	4.8674e-08	
helio astrometric, true of date, ecliptic	2461300.5	Venus	1.9462e-06	4.6789e-06	3.6387e-11	
helio astrometric, true of date, ecliptic	2461300.5	Earth	1.6670e-06	9.7733e-07	4.6982e-10	
helio astrometric, true of date, ecliptic	2461300.5	Mars	3.9607e-06	9.5614e-06	6.4134e-09	
helio astrometric, true of date, ecliptic	2461300.5	Jupiter	7.9736e-08	7.4880e-06	1.1794e-10	
helio astrometric, true of date, ecliptic	2461300.5	Saturn	4.6531e-07	1.8597e-06	4.9580e-11	
helio astrometric, true of date, ecliptic	2461300.5	Uranus	2.3101e-08	8.7892e-06	7.8933e-12	
helio astrometric, true of date, ecliptic	2461300.5	Neptune	2.3583e-07	5.3578e-07	9.0769e-13	
helio astrometric, true of date, ecliptic	2461300.5	Pluto	3.9617e-07	8.1018e-06	8.0404e-11	
helio astrometric, true of date, ecliptic	2461300.5	Moon mean asc node	0.0000e+00	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2461300.5	Moon osc asc node				unanswered errCode 2
helio astrometric, true of date, ecliptic	2461300.5	Moon mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2461300.5	Moon osc desc node				unanswered errCode 2
helio astrometric, true of date, ecliptic	2461300.5	Moon mean perihelion	0.0000e+00	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2461300.5	Moon osc perihelion	3.9089e-10	9.7641e-07	1.3002e-10	
helio astrometric, true of date, ecliptic	2461300.5	Moon mean aphelion				unanswered errCode 2
helio astrometric, true of date, ecliptic	2461300.5	Moon osc aphelion				unanswered errCode 2
helio astrometric, true of date, ecliptic	2461300.5	Mercury mean asc node	1.2127e-12	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2461300.5	Mercury osc asc node	5.2961e-11	1.3187e-09	1.6762e-13	
helio astrometric, true of date, ecliptic	2461300.5	Mercury mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2461300.5	Mercury osc desc node	7.7356e-11	1.3727e-09	3.9825e-13	
helio astrometric, true of date, ecliptic	2461300.5	Mercury mean perihelion	9.7013e-12	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2461300.5	Mercury osc perihelion	1.2946e-09	4.2977e-10	1.1925e-12	
helio astrometric, true of date, ecliptic	2461300.5	Mercury mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2461300.5	Mercury osc aphelion	1.3495e-09	4.2150e-10	1.1544e-12	
helio astrometric, true of date, ecliptic	2461300.5	Venus mean asc node	1.2127e-12	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2461300.5	Venus osc asc node	9.3735e-11	2.0510e-10	1.1000e-10	
helio astrometric, true of date, ecliptic	2461300.5	Venus mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2461300.5	Venus osc desc node	1.6852e-10	3.4093e-10	1.1361e-10	
helio astrometric, true of date, ecliptic	2461300.5	Venus mean perihelion	0.0000e+00	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2461300.5	Venus osc perihelion	1.4353e-06	5.0528e-08	2.1549e-11	
helio astrometric, true of date, ecliptic	2461300.5	Venus mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2461300.5	Venus osc aphelion	1.4353e-06	5.0553e-08	2.2042e-11	
helio astrometric, true of date, ecliptic	2461300.5	Mars mean asc node	1.9403e-11	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2461300.5	Mars osc asc node	1.5465e-10	1.3444e-09	3.2986e-12	
helio astrometric, true of date, ecliptic	2461300.5	Mars mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2461300.5	Mars osc desc node	4.0911e-11	1.2564e-09	5.5025e-12	
helio astrometric, true of date, ecliptic	2461300.5	Mars mean perihelion	0.0000e+00	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2461300.5	Mars osc perihelion	2.3258e-09	2.1786e-09	1.7656e-12	
helio astrometric, true of date, ecliptic	2461300.5	Mars mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2461300.5	Mars osc aphelion	2.5046e-09	2.2157e-09	2.3627e-12	
helio astrometric, true of date, ecliptic	2461300.5	Jupiter mean asc node	1.9403e-11	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2461300.5	Jupiter osc asc node	6.2173e-10	6.7709e-10	3.0191e-12	
helio astrometric, true of date, ecliptic	2461300.5	Jupiter mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2461300.5	Jupiter osc desc node	5.7710e-10	7.0558e-10	4.0589e-12	
helio astrometric, true of date, ecliptic	2461300.5	Jupiter mean perihelion	3.6380e-12	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2461300.5	Jupiter osc perihelion	4.6080e-09	2.1995e-09	1.1332e-12	
helio astrometric, true of date, ecliptic	2461300.5	Jupiter mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2461300.5	Jupiter osc aphelion	4.6123e-09	2.1963e-09	5.9329e-13	
helio astrometric, true of date, ecliptic	2461300.5	Saturn mean asc node	9.7013e-12	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2461300.5	Saturn osc asc node	3.7620e-11	1.1782e-09	2.8974e-12	
helio astrometric, true of date, ecliptic	2461300.5	Saturn mean desc node	0.0000e+00	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2461300.5	Saturn osc desc node	1.3029e-10	1.1231e-09	5.8600e-13	
helio astrometric, true of date, ecliptic	2461300.5	Saturn mean perihelion	1.0914e-11	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2461300.5	Saturn osc perihelion	1.4725e-09	3.0977e-10	4.7181e-12	
helio astrometric, true of date, ecliptic	2461300.5	Saturn mean aphelion	0.0000e+00	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2461300.5	Saturn osc aphelion	1.4479e-09	3.0237e-10	2.8312e-12	
helio astrometric, true of date, ecliptic	2461300.5	Moon natural apogee				unanswered errCode 2
helio astrometric, true of date, ecliptic	2461300.5	Moon natural perigee				unanswered errCode 2
helio astrometric, true of date, ecliptic	2461300.5	Sirius	2.0602e-06	9.5403e-06	1.3147e-12	
helio astrometric, true of date, ecliptic	2461300.5	Vega	5.0138e-06	9.4844e-06	2.4831e-12	
helio astrometric, true of date, ecliptic	2461300.5	Polaris	3.4115e-07	9.8592e-06	4.4824e-13	
helio astrometric, true of date, ecliptic	2461300.5	Rigil Kentaurus	4.5338e-06	8.5392e-06	4.6987e-13	
helio astrometric, true of date, ecliptic	2488069.5	Sun	0.0000e+00	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2488069.5	Moon	2.9649e-06	1.2652e-05	1.3744e-09	
helio astrometric, true of date, ecliptic	2488069.5	Mercury	6.9183e-05	8.4240e-06	9.1115e-08	
helio astrometric, true of date, ecliptic	2488069.5	Venus	9.1234e-07	4.2690e-06	1.1800e-10	
helio astrometric, true of date, ecliptic	2488069.5	Earth	2.8272e-07	1.2648e-05	3.0806e-12	
helio astrometric, true of date, ecliptic	2488069.5	Mars	3.9035e-06	1.2002e-05	6.4822e-09	
helio astrometric, true of date, ecliptic	2488069.5	Jupiter	3.0810e-07	2.4268e-06	2.3031e-12	
helio astrometric, true of date, ecliptic	2488069.5	Saturn	5.7652e-07	4.3724e-06	4.9954e-11	
helio astrometric, true of date, ecliptic	2488069.5	Uranus	1.2695e-07	4.4889e-06	2.7436e-12	
helio astrometric, true of date, ecliptic	2488069.5	Neptune	2.0718e-07	3.2298e-06	8.2128e-13	
helio astrometric, true of date, ecliptic	2488069.5	Pluto	3.2439e-06	7.0813e-06	2.7767e-12	
helio astrometric, true of date, ecliptic	2488069.5	Moon mean asc node	0.0000e+00	0.0000e+00	0.0000e+00	
helio astrometric, true of date, ecliptic	2488069.5	Moon osc asc node				unanswered errCode 2
helio astrometric, true of date, ecliptic	2488069.5	Moon mean desc node	9.7014e-12	0.0000e+00	0.0000e+00	
